koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_time0,koi_eccen,koi_impact,koi_duration,koi_depth,koi_sma,koi_incl,koi_model_snr,koi_count,koi_bin_oedp_sig,koi_steff,koi_slogg,koi_srad,koi_smass,koi_kepmag
candidate,0,0,0,0,3.951383138,132.06462,2454965.065,0.0,1.217,1.0582,405.7,0.0463,79.61,23.9,1,0.1469,5570.0,4.458,0.899,0.845,14.368
candidate,0,0,0,0,6.84978728,134.66167,2454967.662,0.0,0.954,4.919,139.2,0.0739,75.35,17.0,3,0.5642,6056.0,4.332,1.209,1.147,14.881
candidate,0,0,0,0,80.769893,188.5556,2455021.556,0.0,0.158,4.2,128.5,0.3625,89.94,6.7,1,0.4714,4965.0,3.961,1.708,0.973,13.026
non-candidate,1,0,1,0,1.111362442,132.30056,2454965.301,0.0,0.715,6.24,133.9,0.0238,56.15,36.8,1,0.4897,6486.0,3.872,2.308,1.446,12.845
candidate,0,0,0,0,28.9060526,158.82431,2454991.824,0.0,0.863,3.099,99.0,0.165,88.68,13.3,2,0.3087,4657.0,4.641,0.67,0.748,12.485
candidate,0,0,0,0,8.10503551,135.88389,2454968.884,0.0,0.353,4.459,209.9,0.0805,88.47,16.5,1,0.7949,6201.0,4.472,0.989,1.058,15.353
candidate,0,0,0,0,8.82715783,139.73416,2454972.734,0.0,0.249,2.019,368.6,0.0829,89.57,11.1,1,0.6937,5550.0,4.539,0.878,0.972,15.247
non-candidate,0,0,1,0,143.196381,227.3054,2455060.305,0.0,1.017,10.424,618.1,0.5141,88.07,17.4,1,0.7051,6007.0,4.333,1.06,0.882,14.034
non-candidate,0,0,1,0,9.089151782,132.0565248,2454965.057,0.0,0.043,3.1886,110.1,0.1058,89.89,7.1,1,0.8942,6729.0,3.493,4.099,1.907,12.972
non-candidate,0,0,0,1,1.87886973,133.07604,2454966.076,0.0,0.657,3.876,181.9,0.0277,77.19,23.9,1,0.8561,5448.0,4.613,0.734,0.815,13.907
non-candidate,0,0,1,1,0.979161676,132.21831,2454965.218,0.0,0.634,2.942,160.2,0.0184,72.9,20.2,1,0.862,5390.0,4.591,0.78,0.875,15.278
candidate,0,0,0,0,225.26213,224.9887,2455057.989,0.0,0.349,14.459,389.2,0.7193,89.82,24.6,1,0.016,5799.0,4.276,1.191,0.977,13.841
non-candidate,0,1,1,0,0.855922327,131.64426,2454964.644,0.0,0.009,1.514,130.9,0.0159,89.89,21.1,1,0.9085,5437.0,4.539,0.759,0.727,14.663
non-candidate,0,0,1,1,25.9528725,154.8736,2454987.874,0.0,0.741,12.434,164.1,0.1797,86.16,16.9,1,0.5791,6370.0,4.41,1.106,1.148,13.812
candidate,0,0,0,0,2.31482311,133.04857,2454966.049,0.0,0.067,2.127,58.6,0.0322,89.54,14.2,1,0.6498,5240.0,4.428,0.923,0.833,13.506
non-candidate,0,1,1,1,0.952374508,132.33436,2454965.334,0.0,0.013,3.006,204.8,0.0175,89.7,33.0,1,0.9428,4754.0,4.508,0.821,0.791,15.611
non-candidate,1,0,0,0,0.936751792,132.2026,2454965.203,0.0,0.991,5.658,26.4,0.0239,13.9,23.0,2,0.0794,7843.0,3.829,2.909,2.081,13.205
non-candidate,1,0,0,0,393.34331,264.7706,2455097.771,0.0,0.2607,9.481,1750.0,0.8785,89.95,21.2,1,0.4866,3994.0,4.717,0.554,0.583,15.646
non-candidate,0,0,1,0,0.621361411,131.67283,2454964.673,0.0,0.017,1.0628,45.0,0.0148,89.78,24.6,1,0.9872,6234.0,4.046,1.66,1.116,12.696
non-candidate,1,0,0,0,250.23760741,260.3057733,2455093.306,0.0,0.537,16.58,421.1,0.0851,88.5,23.0,1,0.4866,5767.0,4.438,1.0,0.974,15.974
candidate,0,0,0,0,10.778313,136.6142,2454969.614,0.0,0.591,5.256,90.7,0.0973,87.36,12.5,1,0.9453,6726.0,4.262,1.258,1.054,13.264
non-candidate,0,0,1,0,0.594310785,131.7595,2454964.76,0.0,0.161,0.9994,112.5,0.0135,87.98,15.7,1,0.8694,5931.0,4.554,0.845,0.933,15.349
candidate,0,0,0,0,27.2106807,132.3793,2454965.379,0.0,0.973,10.515,99.4,0.1724,80.02,16.9,1,0.4362,5973.0,4.171,1.305,0.922,13.694
non-candidate,1,0,0,0,4.31978105,134.1491,2454967.149,0.0,0.7702,7.204,65.8,0.0581,75.63,23.5,1,0.4866,5519.0,3.303,4.368,1.397,12.846
candidate,0,0,0,0,4.32710895,133.40886,2454966.409,0.0,1.158,1.387,108.9,0.0484,72.1,12.9,1,0.5913,5776.0,4.018,1.455,0.804,13.404
candidate,0,0,0,0,2.90512019,132.56693,2454965.567,0.0,0.417,2.293,61.2,0.0351,87.31,13.2,5,0.1341,5374.0,4.555,0.721,0.68,13.851
candidate,0,0,0,0,14.2651545,143.22024,2454976.22,0.0,0.353,3.601,66.3,0.117,89.29,13.9,1,0.6782,5825.0,4.237,1.291,1.049,12.515
candidate,0,0,0,0,5.04404366,136.00785,2454969.008,0.0,0.08,1.682,236.5,0.0581,89.8,11.6,1,0.9636,6039.0,4.493,0.951,1.027,15.744
candidate,0,0,0,0,11.17931581,131.64123,2454964.641,0.0,0.381,3.103,90.6,0.1074,89.15,12.0,1,0.1856,6292.0,4.014,1.873,1.324,13.352
non-candidate,0,0,1,0,1.284991846,132.74087,2454965.741,0.0,0.485,2.274,29.1,0.0243,82.78,15.3,1,0.3878,6060.0,3.852,2.106,1.151,12.923
candidate,0,0,0,0,1.166960319,131.64332,2454964.643,0.0,0.033,1.6823,97.8,0.0219,89.65,17.9,1,0.9343,5632.0,4.537,0.904,1.026,14.391
non-candidate,1,0,1,0,324.18028,445.8295,2455278.829,0.0,0.733,18.15,87.9,0.9789,89.56,10.9,1,0.086,5792.0,3.835,2.183,1.19,12.092
non-candidate,0,1,1,1,0.530959357,131.73991,2454964.74,0.0,0.348,2.417,84.4,0.0121,78.33,22.0,1,0.6298,5325.0,4.607,0.75,0.84,15.049
candidate,0,0,0,0,0.701944362,132.00161,2454965.002,0.0,0.07,0.641,210.8,0.0125,89.52,17.1,1,0.9858,4236.0,4.698,0.539,0.528,15.397
candidate,0,0,0,0,3.05772668,133.06692,2454966.067,0.0,0.007,1.819,311.0,0.037,89.97,13.7,1,0.2507,4483.0,4.57,0.731,0.723,15.745
candidate,0,0,0,0,9.9092109,133.092,2454966.092,0.0,0.755,2.552,942.0,0.0828,87.92,6.4,1,0.0018,5396.0,4.632,0.702,0.784,15.96
non-candidate,0,1,1,0,0.996864568,132.09898,2454965.099,0.0,0.644,1.098,86.7,0.0177,83.2,21.4,1,0.7343,5418.0,4.524,0.782,0.746,13.681
non-candidate,0,0,1,0,0.673684895,131.61938,2454964.619,0.0,0.547,1.161,51.1,0.0147,81.77,7.0,1,0.9791,5645.0,4.453,0.951,0.936,14.42
candidate,0,0,0,0,56.644452,138.762,2454971.762,0.0,0.579,16.551,104.6,0.323,88.47,21.8,1,0.3468,6237.0,3.862,2.295,1.399,12.561
non-candidate,0,0,1,1,1.710319812,131.60513,2454964.605,0.0,0.559,2.983,43.6,0.0263,81.39,19.1,1,0.6439,5774.0,4.524,0.825,0.831,13.388
non-candidate,1,0,1,0,5.62978034,136.8349,2454969.835,0.0,0.08,5.847,379.2,0.061,89.39,19.1,1,0.3232,5497.0,4.57,0.839,0.952,15.993
non-candidate,0,1,0,0,1.050852976,132.138232,2454965.138,0.0,1.111,1.6788,41694.0,0.0203,75.38,143.0,1,0.334,5780.0,4.438,1.0,1.0,17.172
candidate,0,0,0,0,6.39269778,135.6101,2454968.61,0.0,0.011,2.138,174.3,0.0638,89.97,11.3,1,0.9769,5248.0,4.416,0.943,0.844,14.93
non-candidate,0,0,1,1,1.540398683,131.99063,2454964.991,0.0,0.47,1.5676,73.0,0.0321,86.0,4.8,1,0.9415,4971.0,2.373,14.678,1.854,13.254
candidate,0,0,0,0,3.0570982,134.50122,2454967.501,0.0,0.104,3.571,144.0,0.04,89.1,15.7,1,0.6848,6021.0,4.57,0.819,0.922,14.803
non-candidate,1,0,0,0,365.25921,236.672,2455069.672,0.0,0.0035,13.74,529.0,1.0104,89.95,12.8,1,0.4866,5993.0,4.415,1.042,1.031,15.413
candidate,0,0,0,0,7.87845756,138.58644,2454971.586,0.0,0.562,3.912,44.1,0.0751,87.49,10.5,3,0.8107,5767.0,4.287,1.135,0.91,13.455
non-candidate,1,0,0,0,372.72688,175.6195,2455008.62,0.0,0.9082,12.751,331.7,1.1166,89.38,17.0,1,0.4866,6148.0,4.147,1.615,1.334,13.473
non-candidate,0,0,1,0,9.9398272,140.8334549,2454973.833,0.0,1.973,4.1198,478.6,0.0917,67.43,4.3,1,0.8065,5798.0,4.507,0.941,1.038,15.579
non-candidate,1,0,0,1,0.866346,131.6286,2454964.629,0.0,0.409,2.011,116.4,0.0183,82.45,13.9,1,0.666,6241.0,4.366,1.131,1.079,13.789
non-candidate,0,1,1,1,0.885129679,131.88274,2454964.883,0.0,0.651,3.156,177.3,0.0178,69.3,21.2,1,0.8744,5792.0,4.547,0.864,0.959,15.766
non-candidate,1,0,0,0,56.898749,160.0479,2454993.048,0.0,0.4491,3.522,514.0,0.3608,89.95,6.2,1,0.4866,9189.0,3.864,2.692,1.933,11.96
non-candidate,1,1,1,0,0.438153876,131.5167,2454964.517,0.0,1.124,1.3885,164.8,0.0113,21.15,33.4,2,0.9952,6032.0,4.508,0.929,1.014,14.84
non-candidate,1,0,0,0,398.40957,178.4393,2455011.439,0.0,0.1165,11.486,880.3,1.0914,89.95,11.0,1,0.4866,6251.0,4.378,1.119,1.089,15.244
non-candidate,1,0,1,1,0.696286519,131.87824,2454964.878,0.0,0.985,3.194,120.8,0.0152,23.45,19.7,2,0.4327,5904.0,4.543,0.867,0.958,15.034
candidate,0,0,0,0,5.79179934,133.35814,2454966.358,0.0,0.896,3.474,118.5,0.0654,81.51,17.7,2,0.7878,6174.0,4.244,1.318,1.109,13.96
candidate,0,0,0,0,129.945392,176.82285,2455009.823,0.0,0.909,5.786,500.1,0.3855,89.36,13.1,5,0.8183,3751.0,4.8,0.443,0.452,14.625
candidate,0,0,0,0,27.9040511,154.9434,2454987.943,0.0,0.854,5.346,300.2,0.1891,87.79,12.8,7,0.0459,6325.0,4.409,1.112,1.157,15.212
non-candidate,0,0,1,0,1.39772545,132.3377,2454965.338,0.0,0.644,4.129,181.3,0.0252,72.72,17.9,1,0.5737,6006.0,4.38,1.114,1.084,15.012
non-candidate,0,1,0,1,12.4246697,134.0396,2454967.04,0.0,1.9583,44.07,424.0,0.1099,14.9,116.9,2,0.4866,6550.0,4.094,1.59,1.144,13.398
non-candidate,1,0,0,0,383.00806,281.6723,2455114.672,0.0,0.0358,9.71,632.1,1.0256,89.95,7.6,1,0.4866,5750.0,4.538,0.882,0.98,15.371
non-candidate,0,0,1,0,0.847588864,131.55971,2454964.56,0.0,0.507,2.246,67.1,0.0182,78.82,21.3,1,0.9614,6335.0,4.427,1.072,1.12,14.263
non-candidate,1,0,0,0,331.81534,347.0408,2455180.041,0.0,0.1599,10.56,370.3,0.9508,89.95,7.8,1,0.4866,6029.0,4.494,0.956,1.04,15.027
non-candidate,0,0,0,1,1.75649346,132.01087,2454965.011,0.0,0.242,3.429,27.5,0.0345,86.41,13.3,1,0.8212,6619.0,3.718,3.05,1.771,13.306
candidate,0,0,0,0,0.644322147,131.954907,2454964.955,0.0,1.3275,0.893,1076.6,0.0124,53.29,79.6,1,0.4866,5136.0,4.648,0.612,0.608,14.999
non-candidate,0,0,1,1,1.8912501,132.6923,2454965.692,0.0,1.24,7.648,731.0,0.0274,23.83,31.6,1,0.9339,4883.0,4.523,0.794,0.767,16.159
candidate,0,0,0,0,17.8075656,146.88323,2454979.883,0.0,0.474,1.643,1511.0,0.1331,89.64,11.8,1,0.814,6194.0,4.45,0.981,0.988,15.574
non-candidate,0,0,1,0,0.996023763,132.16613,2454965.166,0.0,1.147,5.412,98.3,0.0197,10.91,21.3,1,0.8477,6110.0,4.387,1.077,1.029,14.705
non-candidate,1,0,1,0,36.616669,156.001,2454989.001,0.0,0.3646,8.62,237.4,0.2163,89.38,3.4,5,0.4866,5780.0,4.438,1.0,1.0,13.482
candidate,0,0,0,0,333.03842,220.9235,2455053.924,0.0,0.2184,5.948,1260.0,0.9462,89.95,7.0,1,0.4866,5743.0,4.534,0.903,1.018,15.954
candidate,0,0,0,0,3.75030469,134.80628,2454967.806,0.0,0.77,3.246,35.5,0.0475,82.34,10.3,2,0.3726,5866.0,4.191,1.339,1.016,13.313
candidate,0,0,0,0,0.259819659,131.85061,2454964.851,0.0,0.972,0.6513,231.5,0.0065,45.08,24.1,1,1.0,3939.0,4.736,0.526,0.55,15.174
non-candidate,1,0,1,1,0.566795467,131.84,2454964.84,0.0,0.504,4.712,38.2,0.0129,62.87,25.8,1,0.6418,5642.0,4.337,1.056,0.886,13.867
candidate,0,0,0,0,4.72693131,135.2927,2454968.293,0.0,0.065,4.036,26.2,0.0569,89.58,11.5,2,0.5477,5950.0,4.323,1.196,1.1,12.788
candidate,0,0,0,0,10.0989634,132.3351,2454965.335,0.0,0.529,6.428,57.0,0.0948,87.06,8.9,2,0.772,6174.0,4.244,1.318,1.109,13.96
non-candidate,0,0,1,1,3.67515329,131.681,2454964.681,0.0,0.73,7.083,56.0,0.0461,75.28,16.7,1,0.9775,5968.0,4.534,0.881,0.97,13.997
non-candidate,0,0,1,0,0.715825886,132.06428,2454965.064,0.0,0.099,1.212,40.6,0.0153,88.75,11.0,1,0.7948,5640.0,4.486,0.909,0.924,13.467
candidate,0,0,0,0,26.5487294,137.24401,2454970.244,0.0,0.21,7.968,142.0,0.1784,89.52,15.3,1,0.0265,5456.0,3.802,2.154,1.074,13.961
non-candidate,0,1,0,0,0.492291661,132.393012,2454965.393,0.0,0.957,0.894,1107.6,0.0108,61.56,62.0,1,0.9215,4971.0,4.566,0.718,0.693,15.986
non-candidate,1,0,1,0,1.6911935,132.93323,2454965.933,0.0,0.903,9.479,2801.0,0.0278,42.41,26.7,1,0.3812,5780.0,4.438,1.0,1.0,12.95
non-candidate,0,0,1,1,2.42803503,133.5931,2454966.593,0.0,0.057,3.045,73.8,0.036,89.47,8.8,1,0.0053,6609.0,4.484,0.974,1.073,14.049
non-candidate,1,0,0,0,372.94844,217.8357,2455050.836,0.0,0.4268,13.879,253.5,0.9809,89.95,17.1,1,0.4866,5763.0,4.559,0.827,0.903,13.962
non-candidate,0,1,1,1,0.787120016,131.73939,2454964.739,0.0,1.263,3.1648,265.5,0.0147,16.66,43.3,1,0.9761,6112.0,4.481,0.787,0.684,14.964
candidate,0,0,0,0,13.12297275,136.08882,2454969.089,0.0,0.885,2.234,43.7,0.1149,87.65,12.9,2,0.7323,6134.0,4.065,1.665,1.173,11.265
candidate,0,0,0,0,6.28384079,133.20513,2454966.205,0.0,0.101,4.291,35.7,0.0674,89.49,14.9,4,0.6561,5888.0,4.275,1.227,1.036,12.4
non-candidate,1,0,0,0,21.131609,139.7493,2454972.749,0.0,0.0731,13.66,73.5,0.1499,89.38,6.5,5,0.4866,5780.0,4.438,1.0,1.0,13.482
non-candidate,1,0,0,0,81.675841,158.9694,2454991.969,0.0,0.3455,11.53,143.4,0.3692,89.38,7.0,5,0.4866,5780.0,4.438,1.0,1.0,13.482
non-candidate,1,0,0,0,28.5463574,159.2763,2454992.276,0.0,0.2411,9.29,153.3,0.1832,89.38,10.1,5,0.4866,5780.0,4.438,1.0,1.0,13.482
candidate,0,0,0,0,22.7909233,134.4333,2454967.433,0.0,0.871,9.565,53.6,0.1711,84.61,19.4,2,0.9352,6311.0,4.116,1.642,1.286,11.638
non-candidate,1,0,0,0,72.563291,202.0235,2455035.024,0.0,0.4863,3.088,332.3,0.3412,89.95,6.4,5,0.4866,5780.0,4.438,1.0,1.0,13.482
candidate,0,0,0,0,174.510276,201.47056,2455034.471,0.0,0.024,6.689,1530.0,0.4836,89.99,14.8,1,0.3938,4367.0,4.822,0.452,0.496,15.873
candidate,0,0,0,0,0.681180633,131.63459,2454964.635,0.0,0.31,0.8844,156.4,0.0146,86.88,16.6,1,0.9991,4939.0,3.635,2.377,0.889,15.069
non-candidate,1,0,0,0,15.705388,135.0768,2454968.077,0.0,0.6449,4.871,283.7,0.1437,88.24,10.6,2,0.4866,7454.0,4.107,1.853,1.602,13.362
non-candidate,1,0,0,0,7.65270746,134.46038,2454967.46,0.0,0.97,79.8969,641.1,0.0766,20.63,254.3,1,0.2776,6328.0,4.481,0.963,1.026,13.099
candidate,0,0,0,0,2.27164952,131.82601,2454964.826,0.0,0.01,4.054,82.4,0.0351,89.87,12.7,1,0.9532,6274.0,4.434,1.062,1.115,15.332
non-candidate,0,0,1,0,3.84835742,133.25649,2454966.256,0.0,0.671,10.18,84.2,0.0458,73.2,32.8,1,0.0,5709.0,4.57,0.798,0.863,13.656
candidate,0,0,0,0,369.13236,235.5195,2455068.519,0.0,0.0824,10.34,215.9,1.0352,89.95,11.9,1,0.4866,6282.0,4.151,1.449,1.084,13.665
non-candidate,0,0,1,0,1.0388961,132.37849,2454965.378,0.0,1.7017,4.755,600.8,0.0225,14.9,14.7,1,0.4866,7043.0,4.264,1.45,1.406,12.114
non-candidate,1,0,0,0,293.76887,257.9779,2455090.978,0.0,0.753,4.68,462.0,0.8263,89.95,4.0,1,0.4866,6074.0,4.522,0.847,0.871,15.099
non-candidate,0,0,1,1,1.87885327,133.08861,2454966.089,0.0,0.513,3.302,120.9,0.0291,82.35,12.1,1,0.1452,5851.0,4.534,0.863,0.93,13.689
non-candidate,0,1,1,0,0.785473311,131.861548,2454964.862,0.0,0.389,1.3911,339.6,0.0155,84.56,57.0,1,1.0,5356.0,4.466,0.871,0.81,14.333
non-candidate,0,0,1,1,5.2438982,132.6882,2454965.688,0.0,0.644,7.881,162.2,0.0577,80.85,18.7,1,0.4271,5804.0,4.473,0.927,0.932,15.563
candidate,0,0,0,0,9.08745206,139.99222,2454972.992,0.0,0.341,3.786,35.1,0.0862,88.87,11.7,4,0.5905,5888.0,4.275,1.227,1.036,12.4
non-candidate,0,1,1,0,441.877824,251.778,2455084.778,0.0,1.5335,6.647,1300.0,0.9718,89.38,15.2,1,0.4866,4437.0,4.629,0.635,0.627,15.05
non-candidate,0,0,0,1,2.9761504,132.9276,2454965.928,0.0,0.064,6.079,259.5,0.0352,89.05,8.3,1,-1.0,4236.0,4.612,0.664,0.657,15.104
candidate,0,0,0,0,64.0019669,132.61779,2454965.618,0.0,0.701,4.724,1112.5,0.2826,89.49,14.2,2,0.8457,4652.0,4.617,0.697,0.734,15.856
candidate,0,0,0,0,4.83809469,135.1562,2454968.156,0.0,0.014,1.096,1544.0,0.0316,89.98,11.3,1,0.189,3187.0,5.091,0.2,0.18,17.058
non-candidate,1,0,0,0,361.91436,241.7138,2455074.714,0.0,0.6901,8.68,228.2,0.987,89.95,13.0,1,0.4866,6247.0,4.309,1.147,0.978,13.971
candidate,0,0,0,0,9.3281912,132.85459,2454965.855,0.0,0.044,3.991,45.2,0.085,89.86,13.7,1,0.2723,5525.0,4.514,0.888,0.939,12.897
candidate,0,0,0,0,106.957467,224.9874,2455057.987,0.0,0.705,7.006,539.6,0.4483,89.53,11.7,1,0.2304,6075.0,4.486,0.969,1.048,15.716
non-candidate,0,0,1,0,0.629001455,131.55662,2454964.557,0.0,0.365,1.263,14.7,0.016,84.2,9.4,1,0.3752,6739.0,3.948,2.059,1.375,11.283
candidate,0,0,0,0,2.71603664,132.35962,2454965.36,0.0,0.44,1.744,98.5,0.0396,87.67,13.1,1,0.0842,6011.0,4.452,1.041,1.119,14.801
candidate,0,0,0,0,75.8781344,194.67762,2455027.678,0.0,0.705,1.383,1054.0,0.3378,89.87,11.9,1,0.8513,5579.0,4.413,0.972,0.893,15.183
non-candidate,1,0,0,0,374.59003,303.4857,2455136.486,0.0,0.0624,15.19,267.9,0.946,89.95,6.6,1,0.4866,5497.0,4.508,0.827,0.806,14.878
candidate,0,0,0,0,147.661729,243.95262,2455076.953,0.0,0.002,6.207,1087.8,0.4401,90.0,13.2,1,0.5163,3788.0,4.774,0.49,0.52,15.645
candidate,0,0,0,0,13.00291716,132.02306,2454965.023,0.0,0.701,3.058,225.3,0.1037,88.32,14.0,1,0.224,5796.0,4.575,0.8,0.882,14.634
non-candidate,1,0,0,0,319.30633,221.3106,2455054.311,0.0,0.092,6.74,155.2,0.9383,89.99,7.2,1,0.1449,6095.0,4.459,1.014,1.08,13.327
candidate,0,0,0,0,42.0292298,138.8086,2454971.809,0.0,0.015,8.499,373.7,0.2422,89.98,14.5,2,0.3227,5850.0,4.297,1.217,1.072,15.085
non-candidate,0,0,1,1,1.75254087,132.73775,2454965.738,0.0,0.5574,4.098,42.5,0.0305,78.5,17.7,1,0.4866,6660.0,3.894,2.074,1.23,12.58
candidate,0,0,0,0,0.505111993,131.51614,2454964.516,0.0,0.841,0.4053,212.8,0.0119,81.27,18.7,1,1.0,5262.0,4.59,0.783,0.875,15.544
non-candidate,0,1,1,0,0.646745436,132.02582,2454965.026,0.0,0.942,1.188,115.6,0.0154,58.91,14.3,7,0.9992,6325.0,4.409,1.112,1.157,15.212
candidate,0,0,0,0,3.38557445,133.97411,2454966.974,0.0,0.129,1.879,121.9,0.0432,89.47,13.1,1,0.2281,5718.0,4.069,1.48,0.936,13.767
non-candidate,0,0,1,0,2.754024,133.731,2454966.731,0.0,0.7277,4.15,172.2,0.0395,78.5,13.8,1,0.4866,6419.0,4.321,1.188,1.073,14.059
non-candidate,0,0,1,0,1.975208831,131.63127,2454964.631,0.0,0.559,1.513,76.3,0.0326,86.18,15.1,1,0.8336,6401.0,4.029,1.744,1.185,13.609
non-candidate,1,0,1,1,0.960843605,131.7739,2454964.774,0.0,1.143,3.22,141.7,0.0197,19.29,25.5,1,0.8606,5708.0,4.378,1.129,1.112,14.92
non-candidate,0,0,1,1,4.206109,132.2382,2454965.238,0.0,0.607,5.16,120.0,0.047,83.15,11.9,1,0.6138,5480.0,4.522,0.802,0.78,15.316
non-candidate,0,1,0,0,0.962590772,132.421278,2454965.421,0.0,1.236,1.2569,1021.6,0.0198,54.79,90.4,1,0.9982,6274.0,4.434,1.062,1.115,14.843
candidate,0,0,0,0,13.3997555,131.84235,2454964.842,0.0,0.375,3.534,167.3,0.1168,89.21,13.6,1,0.3268,6401.0,4.389,1.15,1.183,14.924
candidate,0,0,0,0,2.49385348,133.15177,2454966.152,0.0,0.331,1.414,46.9,0.0333,88.52,12.3,1,0.9868,5615.0,4.477,0.85,0.79,13.03
non-candidate,1,0,1,0,0.776950288,132.0396,2454965.04,0.0,0.047,1.288,396.0,0.0163,89.43,25.8,1,0.9925,5861.0,4.546,0.865,0.957,15.832
non-candidate,0,0,1,1,5.93725628,135.9371,2454968.937,0.0,0.351,3.639,115.6,0.0577,88.3,17.1,1,0.1849,5428.0,4.494,0.799,0.727,14.702
candidate,0,0,0,0,18.22211768,553.06646,2455386.066,0.0,0.973,2.044,2318.0,0.1291,88.18,15.2,1,0.1487,5162.0,4.411,0.958,0.862,16.084
candidate,0,0,0,0,4.56383697,132.26068,2454965.261,0.0,0.365,2.271,201.8,0.051,88.56,9.9,1,0.5471,5408.0,4.496,0.861,0.848,15.448
candidate,0,0,0,0,16.5340022,135.409,2454968.409,0.0,0.525,4.063,89.2,0.1278,88.88,9.3,5,0.4144,6052.0,4.285,1.202,1.015,13.268
non-candidate,1,0,0,0,55.119831,153.6508,2454986.651,0.0,0.6049,4.703,114.5,0.2999,89.38,8.2,3,0.4866,6297.0,4.155,1.506,1.18,12.211
non-candidate,1,0,0,0,25.6416117,152.9007,2454985.901,0.0,0.5744,5.5,126.4,0.18,88.81,4.9,3,0.4866,6297.0,4.155,1.506,1.18,12.211
non-candidate,0,1,1,1,1.33258455,132.0268,2454965.027,0.0,1.141,5.77,152.7,0.0239,15.22,8.1,1,0.634,6039.0,4.493,0.951,1.027,15.556
non-candidate,1,0,0,0,350.81029,147.6369,2454980.637,0.0,0.3892,11.29,538.3,1.0199,89.95,15.1,1,0.4866,5841.0,4.321,1.226,1.148,14.982
candidate,0,0,0,0,0.341842017,131.660336,2454964.66,0.0,0.957,1.1554,285.6,0.0089,40.98,70.1,1,0.9704,5016.0,4.601,0.747,0.817,14.915
candidate,0,0,0,0,13.9482197,132.7505,2454965.751,0.0,0.197,7.686,119.4,0.1235,89.18,14.5,1,0.6947,5529.0,3.808,2.346,1.291,14.305
candidate,0,0,0,0,5.67577999,134.91027,2454967.91,0.0,0.91,3.554,51.2,0.0678,80.26,11.2,1,0.8981,6681.0,4.233,1.438,1.294,13.802
non-candidate,0,0,1,0,0.570953851,131.5725,2454964.572,0.0,0.059,0.998,76.1,0.0143,89.24,8.9,1,0.8883,6238.0,4.396,1.145,1.193,15.212
candidate,0,0,0,0,49.564693,170.6973,2455003.697,0.0,0.685,8.54,113.5,0.2835,88.81,15.0,1,0.7876,5907.0,4.212,1.442,1.234,12.83
non-candidate,0,0,1,1,4.29258258,131.77675,2454964.777,0.0,0.339,3.069,369.6,0.0524,88.11,16.1,1,0.3549,6137.0,4.487,0.963,1.038,15.888
non-candidate,1,0,1,0,0.960842633,131.777663,2454964.778,0.0,1.341,2.6441,2022.9,0.0215,36.81,176.1,1,0.29,7381.0,4.186,1.597,1.429,13.402
non-candidate,1,0,1,1,14.5893928,136.1407,2454969.141,0.0,0.537,15.54,421.1,0.0851,88.5,23.0,1,0.0001,5767.0,4.438,1.0,0.974,12.616
candidate,0,0,0,0,5.49548533,133.63966,2454966.64,0.0,0.202,2.461,85.8,0.0614,89.31,14.2,1,0.8423,6157.0,4.159,1.392,1.02,13.95
candidate,0,0,0,0,2.89494709,132.62547,2454965.625,0.0,0.191,3.254,45.8,0.0447,88.38,14.3,2,0.0184,7087.0,4.137,1.684,1.418,13.458
non-candidate,1,0,1,0,0.980505042,132.097771,2454965.098,0.0,1.206,1.4068,426.6,0.0191,45.8,51.5,1,0.9477,5794.0,4.372,1.059,0.963,15.198
candidate,0,0,0,0,20.4853893,146.9183,2454979.918,0.0,0.834,10.229,89.5,0.153,84.53,17.9,2,0.149,4938.0,3.45,3.324,1.136,13.007
candidate,0,0,0,0,3.58273837,134.95108,2454967.951,0.0,0.143,1.523,360.5,0.0445,89.55,11.6,1,0.7252,5448.0,4.517,0.872,0.912,15.965
candidate,0,0,0,0,15.604841,131.9989,2454964.999,0.0,0.715,4.543,73.4,0.1266,87.81,15.3,2,0.3729,6254.0,4.019,1.706,1.11,13.096
non-candidate,1,0,0,0,75.681309,167.6921,2455000.692,0.0,0.6194,11.62,107.7,0.3705,89.38,9.1,3,0.4866,6297.0,4.155,1.506,1.18,12.211
candidate,0,0,0,0,0.762950224,131.9157,2454964.916,0.0,0.197,1.133,187.3,0.0151,87.81,15.8,1,0.987,5385.0,4.61,0.731,0.797,15.556
non-candidate,0,1,1,0,62.060783,134.4944,2454967.494,0.0,0.928,28.203,472.9,0.2906,82.77,19.9,1,0.8449,5526.0,4.578,0.784,0.85,15.745
candidate,0,0,0,0,170.995748,163.95737,2454996.957,0.0,0.839,3.88,477.1,0.6757,89.76,15.5,1,0.049,6127.0,3.991,1.983,1.405,13.985
non-candidate,1,0,1,1,12.4252735,141.5658,2454974.566,0.0,0.171,20.756,84.7,0.1117,87.86,36.6,2,0.4841,6156.0,3.703,2.557,1.202,13.046
non-candidate,0,0,1,0,39.2820405,139.9224,2454972.922,0.0,1.241,3.344,157.5,0.2318,85.37,6.9,2,0.4866,6143.0,3.81,2.136,1.074,13.046
