koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_time0,koi_eccen,koi_impact,koi_duration,koi_depth,koi_sma,koi_incl,koi_model_snr,koi_count,koi_bin_oedp_sig,koi_steff,koi_slogg,koi_srad,koi_smass,koi_kepmag
candidate,0,0,0,0,502.98283916,283.5049194,2455116.505,0.0,0.537,2.94,421.1,0.0851,88.5,23.0,1,0.4866,5767.0,4.438,1.0,0.974,14.03
candidate,0,0,0,0,48.8130123,157.60638,2454990.606,0.0,0.0608,1.538,702.0,0.2713,89.95,8.8,1,0.4866,6202.0,4.395,1.11,1.113,15.861
non-candidate,0,0,1,0,280.1604956,286.93817,2455119.938,0.0,1.04,2.8637,12946.0,0.8057,89.88,54.5,1,0.0039,5387.0,4.581,0.799,0.892,15.884
non-candidate,1,0,0,0,370.46262,261.4078,2455094.408,0.0,0.2421,9.541,347.9,1.0335,89.95,12.1,1,0.4866,6295.0,4.401,1.08,1.065,13.84
non-candidate,1,0,0,0,116.301793,168.3304,2455001.33,0.0,0.4631,2.253,649.0,0.4541,89.95,6.3,1,0.4866,5593.0,4.552,0.842,0.92,15.503
non-candidate,1,0,0,0,480.19416,257.1738,2455090.174,0.0,0.1548,10.76,372.3,1.203,89.95,9.1,1,0.4866,6072.0,4.51,0.923,1.005,14.382
non-candidate,1,0,0,0,368.49828,233.4248,2455066.425,0.0,0.1772,14.903,581.9,0.9155,89.95,18.0,1,0.4866,5255.0,4.527,0.783,0.754,14.697
non-candidate,0,1,0,0,6.993576155,131.988507,2454964.989,0.0,1.317,21.2695,2924.0,0.0803,37.93,643.3,1,0.9853,6565.0,3.803,2.467,1.414,12.594
non-candidate,1,0,0,0,223.52131732,185.1827031,2455018.183,0.0,0.537,3.27,421.1,0.0851,88.5,23.0,1,0.4866,5767.0,4.438,1.0,0.974,13.658
non-candidate,0,1,0,0,1.811461128,132.9324534,2454965.932,0.0,0.309,8.42343,921670.0,0.0367,85.2,3934.3,1,-1.0,8572.0,3.776,3.034,2.009,13.947
non-candidate,0,1,0,0,2.17491508,131.93954,2454964.94,0.0,0.719,8.4418,635410.0,0.0364,79.86,1572.0,1,-1.0,6792.0,4.143,1.636,1.364,14.281
candidate,0,0,0,0,441.61919,348.5033,2455181.503,0.0,0.5027,5.372,820.0,0.9487,89.95,7.8,1,0.4866,4351.0,4.659,0.592,0.582,14.497
non-candidate,0,1,1,0,24.5002702,154.6193,2454987.619,0.0,0.405,4.079,153.5,0.1419,89.45,13.3,1,0.5211,4519.0,4.688,0.597,0.641,13.511
candidate,0,0,0,0,318.49078,167.0042,2455000.004,0.0,0.4328,3.012,630.0,0.9166,89.95,6.3,1,0.4866,6026.0,4.302,1.176,1.01,14.582
non-candidate,0,1,0,0,2.16402661,133.5762679,2454966.576,0.0,0.537,2.78,421.1,0.0851,88.5,23.0,1,0.4866,5767.0,4.438,1.0,0.974,15.09
non-candidate,1,0,0,0,392.89275632,436.2879702,2455269.288,0.0,0.537,4.93,421.1,0.0851,88.5,23.0,1,0.4866,5767.0,4.438,1.0,0.974,13.802
non-candidate,1,0,0,0,114.734287,231.5017,2455064.502,0.0,0.3694,3.724,242.9,0.4069,89.95,6.7,1,0.4866,5083.0,4.569,0.71,0.68,14.259
candidate,0,0,0,0,362.0619,154.1605,2454987.161,0.0,0.524,14.02,886.2,0.9112,89.95,13.5,1,0.4866,5271.0,4.636,0.698,0.773,15.766
non-candidate,0,1,1,0,1.340649911,132.05521,2454965.055,0.0,0.561,5.0912,627630.0,0.0237,81.87,791.0,1,-1.0,6332.0,4.26,1.222,0.991,14.558
non-candidate,0,0,1,1,30.69537638,155.71927,2454988.719,0.0,0.846,5.6634,19941.0,0.2027,88.49,186.8,1,0.1718,6185.0,4.356,1.192,1.179,15.496
non-candidate,0,1,0,0,30.69533113,155.7207691,2454988.721,0.0,1.041,5.94855,88771.0,0.185,88.59,7846.3,1,0.0229,6335.0,4.171,1.286,0.894,12.508
candidate,0,0,0,0,11.374442708,142.4558524,2454975.456,0.0,0.978,2.30694,27905.0,0.0933,88.12,643.6,1,0.6245,5297.0,4.546,0.808,0.838,14.585
non-candidate,1,0,0,0,49.873958,167.55502,2455000.555,0.0,0.4119,1.351,562.0,0.2261,89.95,5.7,1,0.4866,4979.0,4.632,0.629,0.618,15.518
candidate,0,0,0,0,411.447056,522.27374,2455355.274,0.0,0.287,3.481,285.2,1.1846,89.95,7.3,1,0.4866,6519.0,4.108,1.672,1.311,13.81
candidate,0,0,0,0,29.9371143,145.1081,2454978.108,0.0,0.321,4.435,194.3,0.1758,89.63,11.6,1,0.3195,5115.0,4.47,0.866,0.808,14.489
non-candidate,1,0,0,0,114.25041494,235.8523992,2455068.852,0.0,0.537,2.11,421.1,0.0851,88.5,23.0,1,0.4866,5767.0,4.438,1.0,0.974,15.872
candidate,0,0,0,0,651.358046,213.18162,2455046.182,0.0,0.0946,4.384,570.8,1.8916,89.95,11.0,1,0.4866,5122.0,3.172,6.261,2.123,12.888
non-candidate,1,0,0,0,407.97623,378.6999,2455211.7,0.0,0.0598,14.69,237.5,1.3498,89.95,11.2,1,0.4866,7612.0,3.787,2.968,1.969,12.234
candidate,0,0,0,0,33.3037881,149.4642,2454982.464,0.0,0.072,3.003,272.4,0.1866,89.95,8.1,1,0.5746,4899.0,4.624,0.713,0.818,14.733
candidate,0,0,0,0,212.60398,213.4113,2455046.411,0.0,0.0513,5.74,188.5,0.7026,89.95,7.1,1,0.4866,5834.0,4.284,1.207,1.022,14.01
candidate,0,0,0,0,50.550788,131.5846,2454964.585,0.0,0.632,2.353,154.5,0.3046,89.95,7.9,1,0.4866,5031.0,3.433,3.859,1.47,11.509
non-candidate,1,0,0,0,239.25578975,133.1367334,2454966.137,0.0,0.537,5.21,421.1,0.0851,88.5,23.0,1,0.4866,5767.0,4.438,1.0,0.974,13.816
candidate,0,0,0,0,285.374561,311.29883,2455144.299,0.0,0.018,4.865,482.3,0.7937,90.0,13.7,1,0.6298,5142.0,3.47,2.756,0.817,13.863
non-candidate,0,1,1,0,6.279888981,135.296067,2454968.296,0.0,1.244,5.5086,1514.6,0.0831,67.35,150.5,1,0.9833,5057.0,3.137,6.222,1.936,13.285
non-candidate,1,0,1,0,37.47695717,150.6694873,2454983.669,0.0,0.537,1.46,421.1,0.0851,88.5,23.0,1,0.4866,5767.0,4.438,1.0,0.974,14.508
candidate,0,0,0,0,93.359737,155.8348,2454988.835,0.0,0.0547,5.397,38.3,0.4308,89.95,8.1,1,0.4866,6809.0,4.078,1.673,1.224,10.926
non-candidate,0,1,0,0,519.80221867,462.625278,2455295.625,0.0,0.894,14.9678,77183.0,1.2124,89.81,2502.9,1,0.2374,5310.0,4.356,1.03,0.879,12.651
candidate,0,0,0,0,122.58481,178.4735,2455011.473,0.0,0.3468,22.37,318.9,0.4192,89.38,7.6,1,0.4866,5003.0,4.602,0.669,0.654,15.443
candidate,0,0,0,0,84.934357,157.8966,2454990.897,0.0,0.1612,3.169,129.7,0.3805,89.95,5.9,1,0.4866,6290.0,4.156,1.395,1.016,13.67
non-candidate,1,0,0,0,48.9200563,163.9628,2454996.963,0.0,0.6077,2.295,333.9,0.243,89.95,7.0,1,0.4866,5375.0,4.433,0.899,0.8,14.981
candidate,0,0,0,0,421.98194,226.9386,2455059.939,0.0,0.1494,13.799,173.1,1.2041,89.95,15.0,1,0.4866,6760.0,4.193,1.515,1.314,12.338
candidate,0,0,0,0,469.61309,422.5089,2455255.509,0.0,0.906,13.709,1234.7,1.117,89.61,18.2,1,0.3545,5474.0,4.598,0.763,0.847,15.696
non-candidate,1,0,0,0,583.73632,174.6085,2455007.609,0.0,0.126,15.75,338.6,1.4277,89.97,11.4,1,0.5321,6003.0,4.176,1.442,1.139,14.495
non-candidate,1,0,0,0,502.658,174.6294,2455007.629,0.0,0.3138,19.51,216.0,0.9719,89.95,10.0,1,0.4866,3754.0,4.773,0.473,0.483,13.676
candidate,0,0,0,0,116.454312,161.9891,2454994.989,0.0,0.006,15.826,2125.3,0.4142,89.99,30.0,1,-1.0,5197.0,4.548,0.736,0.697,16.017
candidate,0,0,0,0,397.499229,418.76194,2455251.762,0.0,0.5839,8.019,2629.7,1.1541,89.95,34.8,1,0.4866,6423.0,4.37,1.231,1.296,15.312
non-candidate,1,0,0,0,243.954706,221.2717,2455054.272,0.0,0.1207,2.562,291.7,0.7299,89.95,5.2,1,0.4866,5578.0,4.578,0.794,0.87,14.43
candidate,0,0,0,0,24.9093027,155.3824,2454988.382,0.0,0.679,3.8,332.6,0.1507,88.98,10.4,1,0.4609,4810.0,4.633,0.685,0.751,15.712
candidate,0,0,0,0,192.138741,269.2098,2455102.21,0.0,0.0503,3.218,151.4,0.6782,89.95,8.2,1,0.4866,6065.0,4.098,1.569,1.126,12.534
candidate,0,0,0,0,281.95332,231.2826,2455064.283,0.0,0.6164,2.756,1039.0,0.7622,89.95,7.6,1,0.4866,4864.0,4.628,0.692,0.746,15.399
non-candidate,0,0,1,1,12.71368909,136.9328,2454969.933,0.0,0.196,1.875,192.2,0.1014,89.78,9.8,1,0.1531,5715.0,4.586,0.782,0.872,15.127
non-candidate,1,0,0,0,25.26363805,139.3088062,2454972.309,0.0,0.537,2.72,421.1,0.0851,88.5,23.0,1,0.4866,5767.0,4.438,1.0,0.974,12.231
non-candidate,0,1,1,0,1.391716834,132.09937,2454965.099,0.0,0.233,1.421,41.0,0.0234,88.18,9.7,1,0.9157,3749.0,0.833,59.684,0.885,13.71
non-candidate,0,1,0,0,70.516233809,142.8575773,2454975.858,0.0,0.587,4.09296,330180.0,0.3065,89.83,3168.8,1,-1.0,5511.0,4.531,0.789,0.773,15.284
non-candidate,0,1,1,0,2.645596805,133.705953,2454966.706,0.0,1.239,2.9095,1272.7,0.0437,61.39,166.8,1,0.3746,4980.0,3.167,5.443,1.589,12.375
candidate,0,0,0,0,388.67155,211.0496,2455044.05,0.0,0.0576,11.701,371.3,0.9976,89.95,10.1,1,0.4866,5354.0,4.587,0.788,0.884,14.829
non-candidate,1,0,0,0,105.6327297,229.1273427,2455062.127,0.0,0.537,2.73,421.1,0.0851,88.5,23.0,1,0.4866,5767.0,4.438,1.0,0.974,13.568
non-candidate,1,0,0,0,274.553579,158.0863,2454991.086,0.0,0.1125,5.95,218.3,0.8227,89.95,6.7,1,0.4866,6267.0,4.334,1.118,0.981,13.715
non-candidate,1,0,0,0,251.02304011,194.2011858,2455027.201,0.0,0.537,3.11,421.1,0.0851,88.5,23.0,1,0.4866,5767.0,4.438,1.0,0.974,13.439
non-candidate,0,1,0,1,1.80774253,132.9483,2454965.948,0.0,0.9062,2.637,592.6,0.0278,70.47,15.1,1,0.4866,5164.0,3.88,1.779,0.876,15.651
candidate,0,0,0,0,520.655224,160.5611,2454993.561,0.0,0.2674,12.94,314.9,1.4248,89.95,14.4,1,0.4866,5227.0,3.321,4.313,1.419,12.518
candidate,0,0,0,0,369.93355,175.282,2455008.282,0.0,0.149,7.6,995.0,1.0371,89.95,15.8,1,0.4866,6158.0,4.453,1.024,1.08,15.524
non-candidate,1,0,0,0,28.7369766,153.842,2454986.842,0.0,0.1108,1.586,525.0,0.1798,89.95,5.5,1,0.4866,5722.0,4.547,0.854,0.937,15.642
non-candidate,0,0,1,0,2.45649061,133.21452,2454966.215,0.0,0.167,2.844,287.8,0.0333,88.56,21.0,1,0.2737,4870.0,2.486,8.531,0.812,10.45
non-candidate,1,0,0,0,98.51783198,173.7083904,2455006.708,0.0,0.537,1.65,421.1,0.0851,88.5,23.0,1,0.4866,5767.0,4.438,1.0,0.974,14.037
non-candidate,1,0,0,0,457.513348,138.6556,2454971.656,0.0,0.9613,5.763,562.5,1.4802,89.95,3.9,1,0.4866,5047.0,2.966,7.821,2.064,13.853
non-candidate,1,0,0,0,224.02589924,335.8214821,2455168.821,0.0,0.537,2.93,421.1,0.0851,88.5,23.0,1,0.4866,5767.0,4.438,1.0,0.974,15.496
non-candidate,1,0,0,0,323.77153,191.0744,2455024.074,0.0,0.083,17.57,353.7,0.8795,89.95,10.6,1,0.4866,5196.0,4.586,0.784,0.863,14.458
candidate,0,0,0,0,641.60204,170.8404,2455003.84,0.0,0.3218,16.762,237.3,1.4993,89.95,10.6,1,0.4866,6277.0,4.449,1.031,1.085,14.152
non-candidate,1,0,0,0,40.0389613,156.35794,2454989.358,0.0,0.3619,1.711,109.4,0.2139,89.95,5.7,1,0.4866,5701.0,4.437,0.903,0.813,13.699
non-candidate,0,1,0,0,22.571972634,145.0344991,2454978.034,0.0,1.056,4.00349,79326.0,0.1419,88.66,1040.1,1,0.0,5645.0,4.431,0.871,0.746,15.45
candidate,0,0,0,0,28.406342,133.0507,2454966.051,0.0,0.2208,2.598,223.6,0.1793,89.95,5.4,1,0.4866,6085.0,4.474,0.936,0.952,15.423
non-candidate,0,1,0,0,1.018861199,132.07252,2454965.073,0.0,0.358,6.5005,291210.0,0.0201,79.76,911.3,1,-1.0,6225.0,4.009,1.672,1.041,14.039
non-candidate,1,0,0,0,80.519237,164.0077,2454997.008,0.0,0.102,4.044,92.5,0.3759,89.95,7.2,1,0.4866,6251.0,4.378,1.119,1.089,12.725
non-candidate,1,0,0,0,149.356804,278.1387,2455111.139,0.0,0.1627,15.415,171.6,0.5907,89.95,14.0,1,0.4866,6569.0,3.842,2.203,1.232,13.825
candidate,0,0,0,0,264.466625,134.96749,2454967.967,0.0,0.129,6.371,437.3,0.8599,89.98,27.0,1,0.6588,6551.0,4.337,1.236,1.213,11.154
candidate,0,0,0,0,151.77884,204.5209,2455037.521,0.0,0.159,2.615,189.7,0.6438,89.95,8.2,1,0.4866,6328.0,3.634,3.134,1.542,11.141
non-candidate,1,0,0,0,50.47759052,141.7787075,2454974.779,0.0,0.537,2.02,421.1,0.0851,88.5,23.0,1,0.4866,5767.0,4.438,1.0,0.974,12.909
candidate,0,0,0,0,113.993156,171.1834,2455004.183,0.0,0.7026,7.721,69.7,0.5697,89.38,15.6,1,0.4866,7892.0,3.921,2.496,1.894,11.176
non-candidate,0,1,1,0,2.79123954,131.94858,2454964.949,0.0,0.709,2.843,154.8,0.0425,82.56,25.3,1,0.9366,6407.0,4.111,1.668,1.311,13.116
non-candidate,1,0,0,0,223.31769215,233.6828323,2455066.683,0.0,0.537,3.54,421.1,0.0851,88.5,23.0,1,0.4866,5767.0,4.438,1.0,0.974,13.705
non-candidate,0,0,1,0,44.637111,157.2998,2454990.3,0.0,0.029,5.868,282.5,0.222,89.97,9.4,1,0.2965,5222.0,4.518,0.78,0.73,15.292
candidate,0,0,0,0,102.493119,166.0094,2454999.009,0.0,0.9591,2.814,636.1,0.41,89.38,8.3,1,0.4866,5166.0,4.583,0.791,0.871,15.142
candidate,0,0,0,0,284.94212784,359.5238684,2455192.524,0.0,0.537,3.2,421.1,0.0851,88.5,23.0,1,0.4866,5767.0,4.438,1.0,0.974,13.248
non-candidate,0,1,0,0,365.620697,238.984,2455071.984,0.0,0.4173,32.263,27188.0,0.9018,89.95,671.1,1,0.4866,5273.0,4.531,0.768,0.73,14.622
candidate,0,0,0,0,6.13292733,131.9926,2454964.993,0.0,0.225,1.561,58.7,0.0719,89.56,10.0,1,0.6911,5877.0,3.941,2.034,1.316,13.421
candidate,0,0,0,0,12.63063129,136.70398,2454969.704,0.0,0.017,2.212,300.8,0.1019,89.98,9.5,1,0.683,5579.0,4.58,0.798,0.892,15.633
non-candidate,1,0,0,0,191.272501,293.2441,2455126.244,0.0,0.504,3.064,286.5,0.6103,89.95,5.8,1,0.4866,5727.0,4.43,0.918,0.827,13.955
candidate,0,0,0,0,286.02266,373.7304,2455206.73,0.0,0.3591,10.43,1036.0,0.7259,89.95,9.8,1,0.4866,4368.0,4.624,0.637,0.624,15.45
candidate,0,0,0,0,7.95445779,135.48462,2454968.485,0.0,0.021,4.6012,6269.4,0.0794,89.91,228.4,1,0.2343,6217.0,4.306,1.196,1.052,14.406
candidate,0,0,0,0,331.70918,312.6153,2455145.615,0.0,78.4871,7.44,3463.0,0.8952,85.37,9.5,1,0.4866,5282.0,4.565,0.805,0.868,15.54
non-candidate,1,0,0,0,575.42002,369.5923,2455202.592,0.0,0.1538,17.22,401.7,1.3184,89.95,11.7,1,0.4866,6025.0,4.448,0.949,0.922,14.693
candidate,0,0,0,0,297.78282,233.4002,2455066.4,0.0,0.2697,18.38,392.4,0.7267,89.95,10.8,1,0.4866,4192.0,4.657,0.59,0.577,14.587
candidate,0,0,0,0,137.396194,158.9242,2454991.924,0.0,0.525,17.61,155.4,0.5691,89.42,13.2,1,0.6261,5425.0,3.704,2.655,1.304,13.668
candidate,0,0,0,0,365.739893,278.581,2455111.581,0.0,0.6206,1.218,300.7,0.9391,89.95,4.7,1,0.4866,5420.0,4.396,0.953,0.825,12.962
candidate,0,0,0,0,104.198102,161.4469,2454994.447,0.0,0.3437,3.2,652.2,0.412,89.95,8.9,1,0.4866,5087.0,3.759,2.024,0.857,14.457
non-candidate,1,0,0,0,368.72715,434.378,2455267.378,0.0,0.3411,5.06,426.6,0.9183,89.95,6.4,1,0.4866,5401.0,4.569,0.749,0.76,14.598
candidate,0,0,0,0,74.833577,196.5293,2455029.529,0.0,0.1101,3.247,86.4,0.3555,89.95,6.4,1,0.4866,5933.0,3.953,1.807,1.07,12.395
candidate,0,0,0,0,8.5852872,137.39662,2454970.397,0.0,0.029,2.834,1406.0,0.0795,89.93,11.0,1,0.9521,5488.0,4.57,0.818,0.913,16.565
non-candidate,0,1,0,0,100.303613,176.75827,2455009.758,0.0,0.388,10.578,488040.0,0.4221,89.81,354.7,1,-1.0,6060.0,4.397,1.046,0.994,17.908
candidate,0,0,0,0,102.100752,148.9663,2454981.966,0.0,0.492,2.009,194.2,0.4737,89.95,5.2,1,0.4866,6359.0,4.046,1.83,1.358,13.845
candidate,0,0,0,0,6.263491873,134.897906,2454967.898,0.0,0.048,0.8513,2829.0,0.0651,89.95,35.1,1,0.8826,6247.0,4.255,1.194,0.936,13.952
non-candidate,0,1,0,0,0.83620025,131.91663,2454964.917,0.0,0.56,3.7127,331280.0,0.0174,78.42,145.4,1,-1.0,5780.0,4.438,1.0,1.0,20.003
candidate,0,0,0,0,335.43143,395.1813,2455228.181,0.0,0.4062,10.3,228.1,1.1236,89.95,6.8,1,0.4866,5172.0,3.315,4.721,1.679,13.938
candidate,0,0,0,0,558.21886,419.8232,2455252.823,0.0,0.022,13.556,1539.4,1.2704,90.0,19.1,1,0.2825,5679.0,4.581,0.794,0.886,15.326
candidate,0,0,0,0,290.02002,138.2587,2454971.259,0.0,0.5367,23.87,172.5,0.9025,89.38,7.6,1,0.4866,6452.0,4.384,1.148,1.164,14.737
candidate,0,0,0,0,279.21957,179.9274,2455012.927,0.0,0.6009,10.015,333.5,0.8635,89.95,10.5,1,0.4866,5159.0,3.648,2.604,1.101,13.845
candidate,0,0,0,0,348.665961,165.8497,2454998.85,0.0,0.0873,3.849,391.2,1.0528,89.95,10.8,1,0.4866,5183.0,3.166,4.89,1.276,12.038
non-candidate,1,0,0,0,616.34132,154.168,2454987.168,0.0,0.28,12.724,1287.0,1.1794,89.95,12.5,1,0.4866,4197.0,4.659,0.588,0.575,15.894
candidate,0,0,0,0,222.28056,131.8546,2454964.855,0.0,0.2151,3.035,271.9,0.777,89.95,8.0,1,0.4866,6543.0,4.17,1.531,1.268,12.401
candidate,0,0,0,0,570.01886,375.0523,2455208.052,0.0,0.1946,3.52,428.5,1.282,89.95,6.8,1,0.4866,5496.0,4.579,0.79,0.863,14.441
candidate,0,0,0,0,378.93139106,254.5741017,2455087.574,0.0,0.537,14.11,421.1,0.0851,88.5,23.0,1,0.4866,5767.0,4.438,1.0,0.974,15.316
candidate,0,0,0,0,580.85326788,386.2877879,2455219.288,0.0,0.537,16.63,421.1,0.0851,88.5,23.0,1,0.4866,5767.0,4.438,1.0,0.974,15.927
non-candidate,1,0,0,0,390.40832,265.436,2455098.436,0.0,0.0407,7.916,251.9,0.7839,89.95,8.5,1,0.4866,3659.0,4.858,0.4,0.42,13.974
non-candidate,1,0,0,0,191.528018,260.9129,2455093.913,0.0,0.0258,2.342,171.8,0.6436,89.95,6.4,1,0.4866,6054.0,4.416,1.009,0.969,13.337
non-candidate,1,0,0,0,386.59946,221.2945,2455054.294,0.0,0.2307,3.305,380.7,1.0523,89.95,5.8,1,0.4866,6137.0,4.487,0.963,1.038,14.79
non-candidate,0,0,1,0,15.4032765,137.9906,2454970.991,0.0,0.623,3.246,253.0,0.1101,88.77,9.2,1,0.1276,5272.0,4.508,0.799,0.751,15.555
candidate,0,0,0,0,7.58062893,132.89809,2454965.898,0.0,0.382,3.484,86.1,0.0764,88.59,10.9,1,0.3943,5753.0,4.417,1.041,1.034,14.498
non-candidate,1,0,0,0,61.0011095,144.84614,2454977.846,0.0,0.7091,1.049,408.0,0.3262,89.95,4.6,1,0.4866,6418.0,4.395,1.171,1.241,15.227
non-candidate,1,0,0,0,198.232389,294.73515,2455127.735,0.0,0.0297,1.919,416.4,0.6849,89.95,5.7,1,0.4866,6263.0,4.382,1.113,1.084,13.991
non-candidate,0,1,0,1,0.66062715,131.8646,2454964.865,0.0,1.208,4.56,248.5,0.0154,11.23,7.8,1,0.0276,6322.0,4.426,1.075,1.124,14.162
candidate,0,0,0,0,248.421771,230.379,2455063.379,0.0,0.7838,4.187,704.0,0.8927,89.95,8.8,1,0.4866,4895.0,3.008,6.428,1.533,13.586
non-candidate,1,0,0,0,456.5734,228.3838,2455061.384,0.0,0.1768,5.465,397.5,1.1533,89.95,7.6,1,0.4866,5002.0,3.216,4.042,0.979,13.731
non-candidate,1,0,0,0,601.13797,226.686,2455059.686,0.0,0.057,15.26,172.8,1.3967,89.99,9.9,1,0.5544,5786.0,4.155,1.388,1.003,13.17
non-candidate,1,0,0,0,344.06248,451.4323,2455284.432,0.0,0.935,15.6,136.3,1.2186,89.18,17.7,1,0.3435,7664.0,3.611,3.697,2.039,11.566
non-candidate,1,0,0,0,39.94344731,170.5021796,2455003.502,0.0,0.537,1.71,421.1,0.0851,88.5,23.0,2,0.4866,5767.0,4.438,1.0,0.974,12.218
candidate,0,0,0,0,551.22396,185.7811,2455018.781,0.0,0.2134,5.896,570.7,1.3184,89.95,17.2,1,0.4866,5691.0,4.544,0.887,1.003,14.465
non-candidate,1,0,0,0,466.90824,136.3731,2454969.373,0.0,0.0868,2.64,660.0,1.0865,89.95,5.4,1,0.4866,5340.0,4.456,0.867,0.783,15.202
non-candidate,1,0,0,0,361.30991,469.7513,2455302.751,0.0,0.0802,12.968,275.6,1.1641,89.95,10.6,1,0.4866,4911.0,3.354,4.419,1.608,13.851
non-candidate,0,1,0,0,199.4424134,240.8521,2455073.852,0.0,1.1877,7.2533,32172.0,0.6615,89.38,486.4,1,0.4866,5869.0,4.288,1.17,0.971,14.372
non-candidate,0,1,0,0,31.59115876,162.501885,2454995.502,0.0,1.247,2.6431,1434.4,0.1953,87.66,83.5,1,0.1969,5178.0,3.714,2.295,0.995,13.687
non-candidate,1,0,0,0,356.99135,235.7367,2455068.737,0.0,0.2437,17.03,747.8,0.9483,89.95,13.8,1,0.4866,5539.0,4.467,0.913,0.892,15.684
non-candidate,1,0,0,0,96.120478,166.9531,2454999.953,0.0,0.5381,1.125,285.4,0.397,89.95,6.0,1,0.4866,6038.0,4.245,1.186,0.902,13.917
non-candidate,0,0,1,0,9.63647672,134.93429,2454967.934,0.0,0.046,2.999,47.6,0.0994,89.89,11.1,1,0.2213,5125.0,3.631,3.007,1.411,12.162
non-candidate,1,0,0,0,45.680876,142.3574,2454975.357,0.0,0.206,2.293,350.3,0.244,89.95,3.7,1,0.4866,4835.0,2.608,7.917,0.927,13.409
non-candidate,1,0,0,0,43.169798,159.086,2454992.086,0.0,0.5639,9.686,120.8,0.2338,88.81,6.9,1,0.4866,5929.0,4.176,1.292,0.914,13.158
candidate,0,0,0,0,395.94327,183.6179,2455016.618,0.0,0.1116,16.09,1506.0,0.9443,89.95,14.5,1,0.4866,4596.0,4.63,0.678,0.714,15.921
candidate,0,0,0,0,76.37924,205.0612,2455038.061,0.0,0.7333,0.645,276.3,0.3286,89.95,5.7,1,0.4866,5451.0,4.404,0.936,0.81,13.717
candidate,0,0,0,0,58.669218,168.6211,2455001.621,0.0,0.332,3.712,169.4,0.2918,89.95,10.0,1,0.4866,5548.0,4.433,0.986,0.961,13.899
candidate,0,0,0,0,355.84731,447.657,2455280.657,0.0,0.1578,16.68,123.9,1.08,89.95,9.8,2,0.4866,6823.0,4.212,1.493,1.332,13.127
candidate,0,0,0,0,61.611129,133.8909,2454966.891,0.0,0.364,14.96,82.9,0.323,89.29,22.0,1,0.4466,6533.0,4.227,1.386,1.184,12.332
candidate,0,0,0,0,150.728285,223.0487,2455056.049,0.0,0.2751,2.718,213.5,0.5487,89.95,5.6,1,0.4866,5778.0,4.544,0.871,0.967,14.396
candidate,0,0,0,0,253.790434,267.5242,2455100.524,0.0,0.1412,3.702,604.0,0.7588,89.95,6.4,1,0.4866,5426.0,4.535,0.85,0.902,15.327
non-candidate,0,0,0,0,322.544807,267.9262,2455100.926,0.0,0.0183,11.236,88.0,0.8613,89.95,12.1,1,0.4866,5359.0,4.611,0.741,0.823,11.697
candidate,0,0,0,0,35.6606167,151.4719632,2454984.472,0.0,0.537,1.59,421.1,0.0851,88.5,23.0,1,0.4866,5767.0,4.438,1.0,0.974,13.951
non-candidate,0,1,0,0,22.57494749,149.09617,2454982.096,0.0,1.271,36.756,1344.1,0.1673,49.01,302.6,1,0.9238,6581.0,4.192,1.468,1.23,11.612
candidate,0,0,0,0,587.38162,188.1143,2455021.114,0.0,0.6822,11.973,863.6,1.8953,89.95,12.8,1,0.4866,4784.0,2.711,11.839,2.629,13.715
non-candidate,0,0,1,0,85.5692223,188.06607,2455021.066,0.0,0.98,4.954,539.2,0.3798,88.69,18.2,1,0.2544,5361.0,3.856,1.951,0.997,13.982
candidate,0,0,0,0,7.07987663,131.6046,2454964.605,0.0,0.034,2.589,309.8,0.0666,89.91,10.0,1,0.042,4808.0,4.521,0.806,0.785,15.975
candidate,0,0,0,0,91.240335,155.7237,2454988.724,0.0,0.1436,2.314,206.1,0.4058,89.95,5.7,1,0.4866,6493.0,4.305,1.205,1.065,13.89
candidate,0,0,0,0,357.41382,311.3642,2455144.364,0.0,0.1438,3.675,777.0,1.0151,89.95,6.7,1,0.4866,6233.0,4.412,1.076,1.086,15.388
candidate,0,0,0,0,359.854745,305.6179,2455138.618,0.0,0.8071,3.429,302.4,1.0501,89.95,6.1,1,0.4866,6495.0,4.379,1.168,1.19,13.728
candidate,0,0,0,0,89.366114,208.893,2455041.893,0.0,0.39,3.945,494.0,0.3819,89.95,6.3,1,0.4866,5861.0,4.522,0.875,0.929,15.409
non-candidate,0,0,1,0,422.255426,160.6562,2454993.656,0.0,0.3769,4.974,1935.0,1.1357,89.95,17.4,1,0.4866,6273.0,4.364,1.139,1.092,15.17
candidate,0,0,0,0,37.6259039,167.22072,2455000.221,0.0,0.49,3.91,411.0,0.2172,89.57,11.7,1,0.6621,5874.0,4.542,0.871,0.963,15.013
candidate,0,0,0,0,100.41475198,134.1167095,2454967.117,0.0,0.537,1.72,421.1,0.0851,88.5,23.0,1,0.4866,5767.0,4.438,1.0,0.974,12.124
candidate,0,0,0,0,41.9934673,143.89297,2454976.893,0.0,0.046,3.226,293.7,0.2335,89.97,9.4,1,0.0412,5766.0,4.498,0.915,0.963,14.847
candidate,0,0,0,0,94.67782,187.4731,2455020.473,0.0,0.3614,2.215,287.0,0.3885,89.95,5.9,1,0.4866,5360.0,4.503,0.866,0.869,14.258
