disposition,sy_snum,sy_pnum,pl_orbper,pl_rade,pl_ratror,st_teff,st_rad,sy_gaiamag
candidate,1,1,13.86383,2.5,0.0333,5292.0,0.68,11.6627
candidate,1,1,13.864,2.6,0.033865,4936.0,0.71181,11.6627
candidate,1,1,13.86375,2.592,0.0333,5010.0,0.713,11.6627
candidate,1,1,13.86368,2.558,0.0305049999999999,4868.0,0.71,11.6627
candidate,1,1,13.86391,2.52419159,0.033432,4877.0,0.692198,11.6627
candidate,1,1,13.86375,2.592,0.0305049999999999,5010.0,0.713,11.6627
candidate,1,2,5.351403,1.22263837,0.012148,5741.0,0.922706,10.9294
candidate,1,2,5.35161,2.09,0.0166,5788.0,1.17,10.9294
candidate,1,2,5.3518,1.82,0.0305049999999999,5775.0,1.25,10.9294
candidate,1,2,5.35185,1.41,0.01011,5292.0,1.275,10.9294
candidate,1,2,5.35232,1.184,0.0305049999999999,5832.0,0.884,10.9294
candidate,1,2,5.35117,1.9,0.01255,5730.0,1.23,10.9294
candidate,1,2,5.3518,1.82,0.01346,5775.0,1.25,10.9294
candidate,1,2,15.6805,2.6,0.0305049999999999,5775.0,1.25,10.9294
candidate,1,2,15.6785,2.6,0.0305049999999999,5775.0,1.25,10.9294
candidate,1,1,5.817608,10.42437,0.0911,5627.0,1.047,13.5039
candidate,1,1,5.817649,12.55,0.0894,5292.0,1.288,13.5039
candidate,1,1,5.817685,12.14,0.0898,5660.0,1.24,13.5039
candidate,1,1,5.8176015,2.6,0.0911,5627.0,1.047,13.5039
candidate,1,1,5.8176452,11.6459,0.0305049999999999,5633.4,1.22,13.5039
candidate,1,1,5.817681,12.5,0.0865,5292.0,1.33,13.5039
candidate,1,1,11.390955,10.71,0.115,5292.0,0.854,14.2751
candidate,1,1,11.391432,11.1,0.1131,5292.0,0.9,14.2751
candidate,1,1,11.39109,10.558878,0.11432,5027.0,0.828,14.2751
candidate,1,1,11.391,2.6,0.115172,4913.0,0.875936,14.2751
candidate,1,1,11.391013,10.67,0.1163,5044.0,0.84,14.2751
candidate,1,1,11.39096852897,11.19847412,0.0305049999999999,5027.0,0.875936,14.2751
candidate,1,1,11.390931,10.59248676,0.1167,4899.0,0.832,14.2751
candidate,1,1,11.3909311,10.44677001,0.1163,4920.0,0.824,14.2751
candidate,1,1,11.3909344,10.88,0.1144,5039.0,0.87,14.2751
candidate,1,1,11.38576954,2.6,0.0305049999999999,4913.0,0.875936,14.2751
candidate,1,1,20.272,2.6,0.120449,5742.0,0.85554,13.2
candidate,1,1,20.2730282,10.4386,0.0305049999999999,5742.0,0.86,13.2
candidate,1,1,20.272602,11.5,0.1221,5292.0,0.86,13.2
candidate,1,1,20.2729914,11.80305668,0.12659,5870.0,0.855,13.2
candidate,1,1,20.272615,12.06,0.1255,5657.0,0.88,13.2
candidate,1,1,20.272992,2.6,0.0305049999999999,5292.0,0.864,13.2
candidate,1,1,20.27285,11.55,0.1274,5292.0,0.831,13.2
candidate,1,1,20.2729861,2.6,0.1254,5560.0,0.881,13.2
candidate,1,1,20.273034,12.498035,0.1254,5560.0,0.881,13.2
candidate,1,1,20.27362337,2.6,0.0305049999999999,5742.0,0.85554,13.2
candidate,1,1,20.273017,2.6,0.1229,5657.0,0.88,13.2
candidate,1,1,4.654879,2.6,0.0096,4348.35,0.6694,10.3281
candidate,1,1,4.655335,0.71889232,0.009588,4547.0,0.687426,10.3281
candidate,1,1,4.6556782,0.814,0.01,4264.0,0.66,10.3281
candidate,1,1,4.655411,0.69,0.009402,4348.35,0.6694,10.3281
candidate,1,2,1.29160335703,2.45117748,0.0305049999999999,3689.0,0.514745,13.8012
candidate,1,2,1.291626,2.6,0.0305049999999999,3689.0,0.514745,13.8012
candidate,1,2,1.2916,2.03,0.0363,3778.0,0.51,13.8012
candidate,1,2,1.291651,2.1,0.0373,5292.0,0.52,13.8012
candidate,1,2,1.291563,2.03,0.0362,3676.0,0.513,13.8012
candidate,1,2,1.291505,1.96,0.036604,3842.12,0.491598,13.8012
candidate,1,2,1.291605,1.74,0.0399,5292.0,0.4,13.8012
candidate,1,2,1.292,2.6,0.036291,3689.0,0.514745,13.8012
candidate,1,2,5.443984,2.1,0.0369,5292.0,0.52,13.8012
candidate,1,2,5.44425,1.94,0.0347,3676.0,0.513,13.8012
candidate,1,2,5.44482,2.03,0.03789,3842.12,0.491598,13.8012
candidate,1,2,5.44425,1.75,0.0402,5292.0,0.4,13.8012
candidate,1,2,5.444017,2.06,0.0368,3778.0,0.51,13.8012
candidate,1,1,50.9254,2.48,0.0325,5292.0,0.702,13.7484
candidate,1,1,50.92092,2.54,0.031741,4726.29,0.734626,13.7484
candidate,1,1,7.728578,2.29,0.030921,4752.8,0.679343,14.5103
candidate,1,1,7.72651124,2.6,0.0305049999999999,4525.0,0.739177,14.5103
candidate,1,1,7.7285,2.16,0.0337,5292.0,0.589,14.5103
candidate,1,1,7.727574,2.6,0.0335,5292.0,0.71,14.5103
candidate,1,1,7.727283,2.53,0.0328,4740.0,0.71,14.5103
candidate,1,1,7.728,2.6,0.028133,4525.0,0.739177,14.5103
candidate,1,1,8.28176,2.72,0.0187,6177.0,1.31,12.0884
candidate,1,1,8.28212,2.33,0.0305049999999999,5800.0,1.01,12.0884
candidate,1,1,8.28192,2.48,0.021,5292.0,1.084,12.0884
candidate,1,1,8.2824161,2.14,0.01927,5615.0,0.92,12.0884
candidate,1,1,8.282455,2.18823473,0.019959,5663.0,1.005112,12.0884
candidate,1,1,8.28246,2.44,0.0305049999999999,5672.0,1.117,12.0884
candidate,1,1,5.185759,7.64369371,0.10208,4695.0,0.686484,12.9247
candidate,1,1,5.185743,7.7,0.1005,5292.0,0.71,12.9247
candidate,1,1,5.185758,7.44,0.107,5292.0,0.637,12.9247
candidate,1,1,5.185738,7.16,0.0305049999999999,4526.0,0.675,12.9247
candidate,1,1,5.185754,9.12,0.108881,4471.38,0.768,12.9247
candidate,1,1,5.185972,2.6,0.0305049999999999,4664.8,0.649127,12.9247
candidate,1,1,5.185768,7.50399,0.0305049999999999,4664.8,0.65,12.9247
candidate,1,1,5.1857539,7.52,0.1028,4690.0,0.67,12.9247
candidate,1,1,5.1857532,2.6,0.109,4471.38,0.768,12.9247
candidate,1,1,5.186,2.6,0.103821,4664.8,0.649127,12.9247
candidate,1,1,5.185761,7.5,0.1009,4551.0,0.68,12.9247
candidate,2,1,2.2193023,1.16,0.018,4009.0,0.59,12.3708
candidate,2,1,2.219315,1.22,0.0183,3903.0,0.612,12.3708
candidate,2,1,2.219405,1.28,0.019869,3993.36,0.590802,12.3708
candidate,2,1,2.21944122,2.6,0.0305049999999999,3807.0,0.613895,12.3708
candidate,2,1,2.219282,1.21,0.0186,4027.0,0.6,12.3708
candidate,2,1,2.219,2.6,0.019484,3807.0,0.613895,12.3708
candidate,2,1,2.219225,1.3,0.0187,5292.0,0.63,12.3708
candidate,2,1,2.219368,1.17,0.0202,5292.0,0.532,12.3708
candidate,1,1,30.954222,2.5,0.0305049999999999,4040.0,0.598,14.0916
candidate,1,1,30.9542,2.66,0.0413,3880.0,0.592,14.0916
candidate,1,1,30.96028326,2.6,0.0305049999999999,3856.0,0.609039,14.0916
candidate,1,1,30.953,2.6,0.040566,3856.0,0.609039,14.0916
candidate,1,1,30.956763,2.65,0.042536,4075.67,0.571015,14.0916
candidate,1,1,30.952606,3.0,0.0429,5292.0,0.64,14.0916
candidate,1,1,30.954,3.07,0.0442,5292.0,0.637,14.0916
candidate,1,1,30.951524,2.76,0.0427,4035.0,0.59,14.0916
candidate,1,1,6.413766,3.03,0.0678,3560.0,0.41,15.4618
candidate,1,1,6.413539,2.64,0.070444,3560.7,0.344292,15.4618
candidate,1,1,6.41362,2.36,0.0723,5292.0,0.299,15.4618
candidate,1,1,6.414,2.6,0.068141,3471.0,0.4094,15.4618
candidate,1,1,6.414008,2.9,0.0305049999999999,3620.0,0.394,15.4618
candidate,1,1,6.413718,2.6,0.0676,5292.0,0.35,15.4618
candidate,1,1,6.413651,2.9,0.069,3570.0,0.388,15.4618
candidate,1,1,21.750264,2.18,0.049811,3654.47,0.402049,15.1508
candidate,1,1,7.38711,1.92,0.0281,5292.0,0.625,12.4013
candidate,1,1,7.38795716,2.6,0.0305049999999999,4259.0,0.668695,12.4013
candidate,1,1,7.385655,1.97,0.0279,4339.0,0.65,12.4013
candidate,1,1,7.385453,2.0,0.0278,5292.0,0.66,12.4013
candidate,1,1,7.387066,1.79540442,0.027951,4396.0,0.588892,12.4013
candidate,1,1,7.387073,1.84,0.027152,4367.83,0.62115,12.4013
candidate,1,1,7.387,2.6,0.029294,4259.0,0.668695,12.4013
candidate,1,1,3.588163,8.37,0.1162,4575.0,0.66,14.7871
candidate,1,1,3.588158,9.1,0.1117,5292.0,0.75,14.7871
candidate,1,1,3.588165,8.66,0.117338,4387.84,0.676994,14.7871
candidate,1,1,3.5868547125,11.43763082,0.0305049999999999,5036.0,0.980071,14.7871
candidate,1,1,3.588,2.6,0.112466,5036.0,0.980071,14.7871
candidate,1,1,3.588162,12.72,0.1187,5292.0,0.982,14.7871
candidate,1,1,5.67556,1.117,0.0177,5292.0,0.578,12.2204
candidate,1,1,5.675819,1.42,0.016752,4469.51,0.777569,12.2204
candidate,1,1,5.675814,1.20312295,0.016952,4621.0,0.650657,12.2204
candidate,1,1,8.23981,0.661,0.0282,5292.0,0.215,12.4624
candidate,1,1,8.239493,1.04,0.026595,3459.09,0.36001,12.4624
candidate,1,1,40.0603,2.7,0.0226,5727.0,1.09,12.739
candidate,1,1,39.91488,1.89,0.0305049999999999,5698.0,0.78,12.739
candidate,1,1,40.062771,2.29,0.02138,5508.0,0.88,12.739
candidate,1,1,2.494161,1.06180894,0.015125,4528.0,0.64361,12.3253
candidate,1,1,2.494206,1.22,0.0169,5292.0,0.663,12.3253
candidate,1,1,2.49412,1.25,0.015399,4356.47,0.744261,12.3253
candidate,1,1,0.369,1.651,0.02032,5200.0,0.744,11.8999
candidate,1,1,0.369311,1.76156914,0.021102,5113.0,0.765322,11.8999
candidate,1,1,0.3693038,1.81,0.0204,5200.0,0.81,11.8999
candidate,1,1,0.36930571984,2.13418186,0.0305049999999999,5129.0,0.755722,11.8999
candidate,1,1,0.369311,1.5,0.0172,5200.0,0.81,11.8999
candidate,1,1,0.36931,1.7,0.0207,5245.0,0.75,11.8999
candidate,1,1,0.3693038,1.69,0.0305049999999999,5120.0,0.7595,11.8999
candidate,1,1,6.7713125000000005,14.5717,0.0305049999999999,5292.0,3.85,11.64
candidate,1,1,9.173866,6.86473931,0.029103,5035.0,2.162531,11.64
candidate,1,1,9.1720535,9.02881,0.0305049999999999,4933.0,3.79,11.64
candidate,1,1,9.172616,2.6,0.0279,4840.0,3.85,11.64
candidate,1,1,9.1751,14.5717,0.0325,4840.0,3.85,11.64
candidate,1,1,9.1708,12.206601,0.0279,4878.0,4.11,11.64
candidate,1,4,3.07133,1.34,0.027,3655.0,0.455,13.3245
candidate,1,4,3.0712,1.31,0.0255,3655.0,0.47,13.3245
candidate,1,4,4.8682,1.48,0.0288,3655.0,0.47,13.3245
candidate,1,4,4.86784,1.603,0.0323,3655.0,0.455,13.3245
candidate,1,4,11.0234,2.02,0.0393,3655.0,0.47,13.3245
candidate,1,4,11.0248821,2.46843,0.0305049999999999,3798.0,0.46,13.3245
candidate,1,4,11.02454,2.003,0.0404,3655.0,0.455,13.3245
candidate,1,4,26.5841,1.73,0.0348,3655.0,0.455,13.3245
candidate,2,3,7.9757,1.05,0.01337,4359.0,0.723,10.8545
candidate,2,3,7.9752,1.014,0.0137,4500.0,0.677,10.8545
candidate,2,3,7.975292,0.99,0.0137,4499.0,0.66,10.8545
candidate,2,3,17.30681,3.14,0.03981,4359.0,0.723,10.8545
candidate,2,3,17.307137,2.91,0.0401,4499.0,0.66,10.8545
candidate,2,3,17.30713,3.0,0.04064,4500.0,0.677,10.8545
candidate,2,3,17.3077,3.03,0.0385,4364.0,0.71,10.8545
candidate,2,3,17.307013,2.6,0.0385,4364.0,0.71,10.8545
candidate,2,3,17.3070631,3.7275,0.0305049999999999,4230.6,0.77,10.8545
candidate,2,3,25.575065,1.45,0.0201,4499.0,0.66,10.8545
candidate,2,3,25.575,1.565,0.02119,4500.0,0.677,10.8545
candidate,2,3,25.5715,1.55,0.0197,4359.0,0.723,10.8545
candidate,1,1,0.179715,0.89,0.0184,3492.0,0.442,14.4345
candidate,1,1,0.179719,0.64,0.02,3697.0,0.29,14.4345
candidate,1,6,2.35309,1.51,0.016,5356.3,0.863,12.0252
candidate,1,6,2.35321,1.49,0.01628,5283.0,0.839,12.0252
candidate,1,6,2.35322,1.57,0.0168,5378.0,0.86,12.0252
candidate,1,6,3.56015,2.26,0.02463,5283.0,0.839,12.0252
candidate,1,6,3.55987,2.52,0.0267,5378.0,0.86,12.0252
candidate,1,6,3.56004,2.299,0.02439,5356.3,0.863,12.0252
candidate,1,6,5.40484,2.46,0.02678,5283.0,0.839,12.0252
candidate,1,6,5.40478,2.66,0.0283,5378.0,0.86,12.0252
candidate,1,6,5.40479,2.39,0.02532,5356.3,0.863,12.0252
candidate,1,6,8.26146,3.39,0.03599,5356.3,0.863,12.0252
candidate,1,6,8.26144,3.29,0.0349,5378.0,0.86,12.0252
candidate,1,6,8.2616616,3.30997,0.0305049999999999,5281.0,0.86,12.0252
candidate,1,6,8.26147,3.11,0.03385,5283.0,0.839,12.0252
candidate,1,6,12.75759,2.81,0.0299,5378.0,0.86,12.0252
candidate,1,6,12.75758,2.904,0.03085,5356.3,0.863,12.0252
candidate,1,6,12.75758,2.73,0.02982,5283.0,0.839,12.0252
candidate,1,6,41.96797,3.013,0.03187,5356.3,0.863,12.0252
candidate,1,6,41.96645,3.18,0.03472,5283.0,0.839,12.0252
candidate,1,1,28.380619,9.11,0.0951,5370.0,0.88,11.4626
candidate,1,1,28.38236,9.056872,0.0961,5340.0,0.862,11.4626
candidate,1,1,28.382206,9.5,0.0936,5292.0,0.93,11.4626
candidate,1,1,28.38246,9.62,0.0966,5292.0,0.913,11.4626
candidate,1,1,28.382071,9.26802368,0.097408,5425.0,0.872288,11.4626
candidate,1,1,8.3688168,6.65,0.1142,3879.0,0.56,15.5348
candidate,1,1,8.36779,8.51,0.1102,5292.0,0.708,15.5348
candidate,1,1,8.36926,4.48,0.1066,3866.0,0.386,15.5348
candidate,1,1,8.368791,7.49,0.110164,3970.42,0.623332,15.5348
candidate,1,1,8.36802,4.81,0.0305049999999999,3789.0,0.45,15.5348
candidate,1,1,6.56918,12.25,0.113,5705.0,0.99,12.4814
candidate,1,1,6.569188,13.56286665,0.117,5585.0,1.06,12.4814
candidate,1,1,6.569213,13.04635343,0.114173,5637.0,1.047599,12.4814
candidate,1,1,6.5693,12.273855,0.114,5654.0,0.987,12.4814
candidate,1,1,6.5692045,2.6,0.117,5654.0,0.987,12.4814
candidate,1,2,0.28,1.493,0.01993,4599.0,0.6862,10.7217
candidate,1,2,0.2803226,1.54,0.02088,4373.0,0.674,10.7217
candidate,1,2,0.2803246,1.64829,0.0305049999999999,4477.0,0.72,10.7217
candidate,1,2,0.2803244,1.51,0.0305049999999999,4570.0,0.681,10.7217
candidate,1,2,0.2803244,1.51,0.02037,4599.0,0.681,10.7217
candidate,1,2,7.7485,7.0,0.0305049999999999,4570.0,0.681,10.7217
candidate,1,2,7.7485,7.0,0.094,4599.0,0.681,10.7217
candidate,1,2,2.644259,1.38,0.0563,5292.0,0.225,14.9834
candidate,1,2,2.644661,2.15,0.0598,3398.0,0.33,14.9834
candidate,1,2,2.64484,1.83,0.052,3359.0,0.325729,14.9834
candidate,1,2,2.645,2.6,0.048634,3359.0,0.325729,14.9834
candidate,1,2,2.644845,10.7,0.1951,5292.0,0.5,14.9834
candidate,1,2,2.6446,2.05,0.0572,3385.0,0.33,14.9834
candidate,1,2,2.6698,2.25,0.0589,3385.0,0.35,14.9834
candidate,1,2,2.644646,2.2,0.0577,3385.0,0.35,14.9834
candidate,1,2,2.643528,1.47,0.0595,5292.0,0.226,14.9834
candidate,1,2,4.00498,2.19,0.0612,3385.0,0.33,14.9834
candidate,1,2,3.9663,2.59,0.068,3385.0,0.35,14.9834
candidate,1,1,0.961917,1.38,0.0229,3672.0,0.554,13.1913
candidate,1,1,0.961916,0.82,0.0243,5292.0,0.311,13.1913
candidate,1,1,0.961918,0.73,0.0213,3775.0,0.31,13.1913
candidate,1,1,0.961939,1.47286006,0.0234,3690.0,0.578,13.1913
candidate,2,3,4.38395,1.33,0.0193,4079.0,0.632,13.0599
candidate,2,3,4.38393,0.701,0.0173,5292.0,0.371,13.0599
candidate,2,3,6.9226,1.73,0.0251,4079.0,0.632,13.0599
candidate,2,3,6.92251,0.9,0.0222,5292.0,0.371,13.0599
candidate,2,3,9.75833,0.88,0.0217,5292.0,0.371,13.0599
candidate,2,3,9.7579,1.64,0.0238,4079.0,0.632,13.0599
candidate,1,1,11.332,1.64,0.0264,3745.0,0.568,13.7795
candidate,1,1,11.81004,3.08,0.0354,5292.0,0.8,14.4237
candidate,1,1,11.808398,3.1,0.03465,4992.0,0.76,14.4237
candidate,1,1,11.8104,2.48,0.0305049999999999,5131.0,0.68,14.4237
candidate,1,1,11.8097,2.84,0.033,5314.0,0.78,14.4237
candidate,1,1,10.59357,2.0,0.042,3499.0,0.436,14.815
candidate,1,1,10.59366,1.71,0.0437,5292.0,0.36,14.815
candidate,2,1,3.835476,1.49,0.0303,3695.0,0.45,13.3119
candidate,2,1,3.835376,1.5,0.0299,5292.0,0.45,13.3119
candidate,2,1,3.83553,1.054,0.0301,5292.0,0.321,13.3119
candidate,2,1,3.835592,1.35,0.0289,3585.0,0.429,13.3119
candidate,1,1,32.6527,2.81,0.0408,3940.0,0.631,13.0383
candidate,1,1,32.6479,2.29,0.0344,4044.0,0.61,13.0383
candidate,1,1,7.51554,2.0,0.0371,3720.0,0.495,14.2706
candidate,1,1,7.51574,2.0,0.0348,3845.0,0.53,14.2706
candidate,1,2,3.67626,1.99,0.0288,4097.0,0.63,13.3173
candidate,1,2,3.67635,2.23,0.0315,3978.0,0.649,13.3173
candidate,1,2,7.95486,2.07,0.03,4097.0,0.63,13.3173
candidate,1,2,7.95478,2.1,0.0297,3978.0,0.649,13.3173
candidate,1,3,6.342,1.8,0.0261,4258.0,0.58,12.2528
candidate,1,3,6.34365,1.55,0.0271,3919.0,0.526,12.2528
candidate,1,3,13.85402,1.95,0.0339,3919.0,0.526,12.2528
candidate,1,3,13.853487,2.6,0.0339,3919.0,0.526,12.2528
candidate,1,3,13.85,2.6,0.0321,4258.0,0.58,12.2528
candidate,1,3,13.85327454047,2.2098839,0.0305049999999999,3893.47,0.655766,12.2528
candidate,1,3,40.718,1.9,0.0273,4258.0,0.58,12.2528
candidate,1,3,40.6835,1.64,0.0286,3919.0,0.526,12.2528
candidate,1,1,0.813149,1.14414279,0.017041,4460.0,0.615543,12.9484
candidate,1,1,0.813143,1.1,0.0162,4460.0,0.62,12.9484
candidate,1,1,0.81314,1.15,0.0161,4597.0,0.66,12.9484
candidate,1,3,0.365257,1.05548088,0.011049,5456.0,0.875749,12.6419
candidate,1,3,0.365261,1.0,0.0107,5456.0,0.88,12.6419
candidate,1,3,0.3652575,0.935,0.00996,5334.0,0.86,12.6419
candidate,1,2,10.062106,2.63456976,0.027075,5489.0,0.892097,11.6134
candidate,1,2,10.06049,2.64,0.0255,5503.0,0.95,11.6134
candidate,1,2,5.90279,1.28,0.0123,5503.0,0.95,11.6134
candidate,1,1,12.42205,2.26,0.025,5425.0,0.83,11.6397
candidate,1,1,12.421078,2.20753881,0.024386,5419.0,0.829915,11.6397
candidate,1,3,7.61856,1.96,0.0268,4800.0,0.67,14.3234
candidate,1,3,7.62117,1.87,0.0314,5292.0,0.544,14.3234
candidate,1,3,7.6196574,2.39,0.02796,4620.0,0.71,14.3234
candidate,1,3,7.6188,2.02,0.02796,4742.0,0.66,14.3234
candidate,1,3,7.62067,2.13,0.0305049999999999,4761.0,0.64,14.3234
candidate,1,3,19.07536,2.14,0.0305049999999999,4761.0,0.64,14.3234
candidate,1,3,19.07454,2.58,0.03269,4620.0,0.71,14.3234
candidate,1,3,19.0702,1.84,0.031,5292.0,0.544,14.3234
candidate,1,3,19.07863,2.54,0.03526,4742.0,0.66,14.3234
candidate,1,3,19.077,2.19,0.0299,4800.0,0.67,14.3234
candidate,1,1,3.705871,3.17824034,0.031888,5649.0,0.913754,12.542
candidate,1,1,9.283188,6.11721229,0.021837,4972.0,2.568173,12.3574
candidate,1,1,9.457747,1.48630496,0.018779,4885.0,0.725626,11.9662
candidate,1,1,9.45889,1.44,0.019,4842.0,0.69,11.9662
candidate,1,1,6.673117,2.46610713,0.029663,4937.0,0.762201,12.8062
candidate,1,1,17.355681,1.81,0.01418,5894.0,1.06,11.0942
candidate,1,1,17.3678,1.93,0.0139,5292.0,1.27,11.0942
candidate,1,1,17.355066,3.24925008,0.013565,5791.0,2.196069,11.0942
candidate,1,3,2.354992,1.27443657,0.014535,5185.0,0.803827,11.3272
candidate,1,3,4.382745,1.55409035,0.017725,5185.0,0.803827,11.3272
candidate,1,3,14.101361,2.64809498,0.030202,5185.0,0.803827,11.3272
candidate,1,3,14.06660140645,3.19087767,0.0305049999999999,5141.67,0.837606,11.3272
candidate,1,2,8.527219,1.82322896,0.013973,5922.0,1.196219,11.9456
candidate,1,2,8.52695,2.19,0.0124,5960.0,1.61,11.9456
candidate,1,1,9.9785275,2.34,0.0142568,5908.0,1.499,8.103581
candidate,1,1,9.978541,2.36509493,0.01436,6310.0,1.499,8.103581
candidate,1,1,9.975403,2.13,0.01516,6063.0,1.18,8.103581
candidate,1,1,9.977481,2.8191657,0.014125,5908.0,1.829853,8.103581
candidate,1,1,9.9783319274,2.05153324,0.0305049999999999,6073.5,1.47131,8.103581
candidate,1,1,9.97748,2.3,0.0305049999999999,6011.0,1.494,8.103581
candidate,1,1,9.97857,2.2642141,0.01417,6141.0,1.46,8.103581
candidate,1,2,15.8523,2.19,0.0222,5292.0,0.904,12.0976
candidate,1,2,15.853989,2.14446231,0.022489,5554.0,0.874211,12.0976
candidate,1,2,15.85412,2.34,0.02208,5495.0,0.88,12.0976
candidate,1,2,15.8523,1.86,0.01812,5502.7,0.83,12.0976
candidate,1,1,6.380803,1.27328671,0.012701,5548.0,0.919053,12.0063
candidate,1,1,6.38092,1.341,0.01254,5292.0,0.981,12.0063
candidate,1,1,6.37961,1.41,0.01388,5347.0,0.83,12.0063
candidate,1,1,17.9654,1.53,0.029,4102.0,0.478,13.0023
candidate,1,1,17.96832,1.78,0.0293,5292.0,0.556,13.0023
candidate,1,1,17.969079,1.94750799,0.029715,4382.0,0.600869,13.0023
candidate,1,1,17.96753,2.23,0.0305049999999999,4320.0,0.66,13.0023
candidate,1,1,17.969029,2.03,0.029808,4118.41,0.626014,13.0023
candidate,1,1,17.968216,2.15,0.02936,4151.0,0.63,13.0023
candidate,1,2,7.5734,1.62,0.0137,5292.0,1.0849,12.4959
candidate,1,2,7.5767206,1.5,0.01287,5749.0,0.98,12.4959
candidate,1,2,7.576544,1.41817537,0.013245,5748.0,0.981614,12.4959
candidate,1,2,12.400047,1.8017647,0.016828,5748.0,0.981614,12.4959
candidate,1,2,12.3988,2.01,0.017,5292.0,1.0849,12.4959
candidate,1,2,12.400731,1.92,0.01629,5749.0,0.98,12.4959
candidate,1,1,5.6228,3.71,0.0143,5292.0,2.378,12.4386
candidate,1,1,5.6315915,1.23,0.01372,5032.0,0.77,12.4386
candidate,1,1,5.628466,2.68657205,0.014341,5250.0,1.717458,12.4386
candidate,1,2,14.317001,1.8,0.01714,5449.0,0.86,12.2809
candidate,1,2,14.3181,1.69,0.0188,5292.0,0.824,12.2809
candidate,1,2,14.316941,1.66608079,0.017579,5569.0,0.868889,12.2809
candidate,1,2,29.6245,3.02,0.0336,5292.0,0.824,12.2809
candidate,1,2,29.62682,3.20569097,0.033824,5569.0,0.868889,12.2809
candidate,1,2,29.626,2.6,0.0348,5547.0,0.857949,12.2809
candidate,1,2,29.626402,3.41,0.03282,5449.0,0.86,12.2809
candidate,1,1,5.868699,1.60826194,0.017487,5580.0,0.843154,12.1848
candidate,1,1,5.86639571,2.6,0.0305049999999999,5573.35,1.00118,12.1848
candidate,1,1,19.564,2.59,0.0349,4581.0,0.673,12.0082
candidate,1,1,19.56204579364,3.28708684,0.0305049999999999,4246.8,0.758892,12.0082
candidate,1,1,19.56325,2.59,0.035,4246.81,0.758892,12.0082
candidate,1,1,19.562307,2.6,0.036,4455.0,0.676,12.0082
candidate,1,1,19.562743,2.49179901,0.035746,4500.0,0.63908,12.0082
candidate,1,1,19.56236,2.78,0.0381,5292.0,0.669,12.0082
candidate,1,1,19.5661401,2.6,0.0305049999999999,4246.81,0.758892,12.0082
candidate,1,1,9.525988,2.03803688,0.013158,5909.0,1.420038,10.6251
candidate,1,1,5.32944,1.55,0.0156,5292.0,0.911,12.6504
candidate,1,1,5.329439,1.49090097,0.015817,5428.0,0.86416,12.6504
candidate,1,1,14.155185,2.1162048,0.015987,6063.0,1.213565,12.422
candidate,1,1,8.74809,3.83,0.03745,5292.0,0.938,12.1562
candidate,1,1,8.75470797754,3.54381082,0.0305049999999999,5888.0,0.889347,12.1562
candidate,1,1,8.747818,3.55790985,0.036763,5525.0,0.887267,12.1562
candidate,1,1,5.17110937,2.6,0.0305049999999999,5071.98,0.709349,12.691
candidate,1,1,5.17222,2.12,0.0304,5292.0,0.639,12.691
candidate,1,1,5.172191,2.51267885,0.029992,5015.0,0.768067,12.691
candidate,1,2,32.94171,1.4,0.0517,5292.0,0.249,12.4154
candidate,1,2,32.94112,2.461,0.0305049999999999,3449.0,0.468,12.4154
candidate,1,2,32.947328,2.17,0.05389,3440.0,0.36,12.4154
candidate,1,2,32.9418,2.28,0.0517,3496.0,0.4,12.4154
candidate,1,2,32.93737167947,2.53362939,0.0305049999999999,3464.0,0.444516,12.4154
candidate,1,2,32.939623,2.37,0.0305049999999999,3457.0,0.411,12.4154
candidate,1,2,32.940045,2.61,0.05375,3457.0,0.4445,12.4154
candidate,1,2,32.93963,2.38,0.0305049999999999,3457.0,0.411,12.4154
candidate,1,2,32.94488,2.24,0.0305049999999999,3503.0,0.394,12.4154
candidate,1,2,32.92801934,2.6,0.0305049999999999,3464.0,0.444516,12.4154
candidate,1,2,32.939614,2.279,0.05295,3457.0,0.411,12.4154
candidate,1,2,8.962,2.6,0.0305049999999999,3457.0,0.411,12.4154
candidate,1,1,8.86638,2.51,0.0335,5292.0,0.6867,12.4039
candidate,1,1,8.866,2.6,0.032056,5368.0,0.697439,12.4039
candidate,1,1,8.867259,4.4,0.0615,5292.0,0.65,12.4039
candidate,1,1,8.8665,2.24179614,0.0297,5110.0,0.69,12.4039
candidate,1,1,8.865932,2.41012773,0.032441,5263.0,0.681111,12.4039
candidate,1,1,8.8656511,2.52,0.032,5306.0,0.72,12.4039
candidate,1,1,8.86528860869,4.28539694,0.0305049999999999,5368.0,0.697439,12.4039
candidate,1,1,8.867209,2.31,0.0294,5358.0,0.72,12.4039
candidate,1,1,8.8656,2.13,0.0305049999999999,5166.0,0.638,12.4039
candidate,1,1,8.865663,2.46597575,0.03141,5365.0,0.719,12.4039
candidate,1,1,6.894252,2.70624391,0.024829,5609.0,0.999244,12.5618
candidate,1,1,6.894287,2.8,0.0228,5292.0,1.11,12.5618
candidate,1,1,6.8941,2.69,0.0305049999999999,5528.0,1.06,12.5618
candidate,1,1,6.893,2.6,0.024185,5573.0,1.05734,12.5618
candidate,1,1,6.893813,2.83587212,0.02485,5520.0,1.04,12.5618
candidate,1,1,6.89442,3.17,0.0272,5292.0,1.071,12.5618
