disposition,sy_snum,sy_pnum,pl_orbper,pl_rade,pl_ratror,st_teff,st_rad,sy_gaiamag
candidate,1,2,23.2259,2.31,0.0217,5292.0,0.9757,12.2038
candidate,1,2,23.24110566,2.6,0.0305049999999999,6055.0,0.94987,12.2038
candidate,1,2,23.228555,2.32,0.0215,6004.0,0.98,12.2038
candidate,1,2,23.226,2.6,0.021656,6055.0,0.94987,12.2038
candidate,1,2,23.226,2.3,0.022,5292.0,0.95,12.2038
candidate,1,0,6.7713125000000005,15.2,0.175,5292.0,0.797,14.4321
candidate,1,0,4.54462,6.6,0.125,5292.0,0.487,17.579
candidate,1,0,4.545,2.6,0.079711,3258.0,0.248786,17.579
candidate,1,0,0.72436144,2.6,0.0305049999999999,3276.0,0.650416,14.4674
candidate,1,0,12.346663,2.345,0.0212,5685.0,1.011,14.399
candidate,1,0,31.4782,2.6,0.0316,5292.0,0.7556,13.8002
candidate,1,0,6.02226,2.02,0.019,5292.0,0.9738,13.2923
candidate,1,2,0.578657,1.2,0.0114,5765.0,0.93,13.8326
candidate,1,2,11.811437,2.3,0.0226,5765.0,0.93,13.8326
candidate,1,2,11.81387,2.67,0.0258,5292.0,0.948,13.8326
non-candidate,1,0,4.352428,16.6,0.2272,5292.0,0.67,13.4726
non-candidate,1,0,4.35244,14.07,0.228,4459.0,0.764238,13.4726
candidate,1,0,2.851702,2.16,0.0655,5292.0,0.303,15.2613
candidate,1,0,2.85177,3.34,0.088,3288.0,0.387653,15.2613
candidate,1,0,11.090822,1.818,0.0168,5763.0,0.989,13.6846
candidate,1,0,13.83851,8.26,0.0286,5292.0,2.65,12.423
candidate,1,0,13.843,2.6,0.027945,5500.0,2.5315,12.423
candidate,1,0,13.843725,6.76064604,0.037754,5465.0,1.641721,12.423
candidate,1,0,13.843678,21.4,0.2421,5292.0,0.81,12.423
candidate,1,0,0.32814902,2.6,0.0305049999999999,5793.0,1.10379,12.5721
candidate,1,0,0.984,2.6,0.040344,5793.0,1.10379,12.5721
candidate,1,0,0.32815384,17.1,0.134,5292.0,1.168,12.5721
candidate,1,0,0.328152,14.79153996,0.136972,5759.0,0.990035,12.5721
candidate,1,0,8.253,2.6,0.029071,5419.0,2.02234,13.9785
candidate,1,0,8.25178,6.99,0.0296,5292.0,2.161,13.9785
candidate,1,0,20.5827,2.98,0.0249,5292.0,1.099,13.1074
candidate,1,0,19.1324,2.73,0.0186,5292.0,1.347,12.2744
candidate,1,0,2.45840745,2.6,0.0305049999999999,5528.0,0.926086,13.7406
candidate,1,0,2.458783,3.11,0.0295,5292.0,0.964,13.7406
candidate,1,0,2.459,2.6,0.027192,5528.0,0.926086,13.7406
candidate,1,0,1.05459,1.29,0.027,3445.0,0.533176,12.516
candidate,1,0,1.054612,1.0,0.0249,5292.0,0.36,12.516
candidate,1,0,1.055,2.6,0.021401,3445.0,0.533176,12.516
candidate,1,0,1.054604,0.824,0.0252,5292.0,0.3,12.516
non-candidate,1,0,1.83473,29.93,0.489,4385.0,0.826606,15.029
candidate,1,0,6.7713125000000005,24.0,0.231,5292.0,0.951,13.4422
candidate,1,0,5.734172,6.2,0.0207,5192.0,2.747,14.5461
candidate,1,0,62.841,2.6,0.231222,4971.0,1.13363,13.9033
candidate,1,0,25.8614,1.58,0.0491,5292.0,0.295,15.2953
candidate,1,0,25.86125,2.2,0.049,3653.0,0.432453,15.2953
candidate,1,0,6.430383,4.309,0.0374,5735.0,1.054,12.6673
candidate,1,0,6.78882,2.8,0.01436,5292.0,1.76,10.7048
candidate,1,0,6.788344,1.6,0.0133,5292.0,1.11,10.7048
candidate,1,0,6.789076,1.60793495,0.015065,5758.0,0.978493,10.7048
candidate,1,0,6.788,2.6,0.014299,5841.15,1.09551,10.7048
candidate,1,0,18.5159,3.3,0.01712,5292.0,1.76,10.7048
candidate,1,0,18.517319,1.86157195,0.017442,5758.0,0.978493,10.7048
candidate,1,0,18.516,2.6,0.0173,5841.15,1.09551,10.7048
candidate,1,0,2.268,2.6,0.068064,5789.0,2.15197,11.7164
candidate,1,0,2.2688499,2.6,0.0305049999999999,5789.0,2.15197,11.7164
candidate,1,0,7.264,2.6,0.056852,5292.0,0.864,12.6702
candidate,1,0,3.4914,1.18,0.019,5292.0,0.572,13.0372
candidate,1,0,7.685505,2.084,0.0272,5176.0,0.703,15.2823
candidate,1,2,13.603,2.6,0.03481,4581.0,0.669035,14.4776
candidate,1,2,13.60697954,2.6,0.0305049999999999,4581.0,0.669035,14.4776
candidate,1,2,13.603,2.586,0.0352,4684.0,0.673,14.4776
candidate,1,2,65.55,2.69,0.0366,4684.0,0.673,14.4776
candidate,1,0,14.78545,2.62,0.0385,5292.0,0.623,13.917
candidate,1,0,34.383193,2.856,0.0269,5666.0,0.972,13.8608
candidate,1,0,19.984217,2.846,0.0149,6823.0,1.753,10.9252
candidate,1,0,1.017968,36.1,0.4393,5292.0,0.75,16.8697
candidate,1,0,1.018,2.6,0.098964,5022.0,0.805916,16.8697
candidate,1,0,1.017977,18.1,0.259,5292.0,0.638,16.8697
candidate,1,0,8.491003,2.228,0.0243,5432.0,0.841,13.9483
candidate,1,0,8.95366,3.32,0.0361,5292.0,0.841,13.7147
candidate,1,0,8.953,2.6,0.034324,4966.0,0.864025,13.7147
candidate,1,0,37.361973,2.74426869,0.022525,5675.0,1.116937,10.4594
non-candidate,1,0,4.681743,5.4,0.1987,5292.0,0.25,15.4503
non-candidate,1,0,4.68189,29.41,0.63,3368.0,0.40606,15.4503
non-candidate,1,0,4.68199,48.33,0.754,4636.0,0.895684,11.5279
candidate,1,0,24.748442,16.683,0.2398,5803.0,0.637,18.1895
candidate,1,0,3.216,2.6,0.01754,3954.0,0.622576,14.2141
candidate,1,0,29.978884,15.3,0.1481,5292.0,0.94,13.1056
candidate,1,0,6.725,2.6,0.049246,4891.0,0.80913,14.014
candidate,1,0,6.72511,4.37,0.0509,5292.0,0.787,14.014
candidate,1,0,12.24568,2.047,0.0236,5329.0,0.796,13.7491
candidate,1,0,13.8883,1.46,0.0226,5292.0,0.592,13.5009
candidate,1,0,26.939433,2.869,0.0258,5716.0,1.02,13.6728
candidate,1,0,27.7985,2.47,0.01524,5292.0,1.484,10.729
candidate,1,0,20.641492,49.5,0.431,5292.0,1.05,13.2812
candidate,1,0,12.634794,47.553,0.0424,4999.0,10.265,14.2747
candidate,1,0,7.535783,3.131,0.0435,3990.0,0.659,12.6702
candidate,1,0,6.116238,4.886,0.029,6283.0,1.544,13.1001
candidate,1,0,9.668373,2.628,0.0295,5368.0,0.817,13.8484
candidate,1,0,0.546127,11.3,0.072,5292.0,1.447,11.8624
candidate,1,0,2.49686,90.0,0.072,5292.0,11.0,13.5114
candidate,1,0,5.84643,10.4,0.136,5292.0,0.698,15.5685
candidate,1,0,9.76897,2.6,0.0287,5388.0,1.2,12.0375
candidate,1,0,9.770186,3.19260619,0.029436,5631.0,0.994327,12.0375
candidate,1,0,9.769155,3.3,0.0277,5292.0,1.1,12.0375
candidate,1,0,9.7706,3.8,0.0292,5292.0,1.195,12.0375
candidate,1,0,0.515513,3.4,0.0409,5292.0,0.75,14.0545
candidate,1,0,6.7826,1.88,0.0245,5292.0,0.705,13.4257
candidate,1,0,3.12951,18.6,0.086,5292.0,1.99,12.0005
candidate,1,0,13.61358,3.39689521,0.039879,4863.0,0.780921,12.7982
candidate,1,0,13.61242,3.03,0.0351,5292.0,0.793,12.7982
candidate,1,0,12.364531,36.3,0.4363,5292.0,0.76,13.7779
candidate,1,0,6.79867,4.4,0.0254,5292.0,1.601,11.774
candidate,1,0,1.489154,1.9,0.00724,5292.0,2.4,9.90527
candidate,1,0,1.489184,1.0,0.0104,5292.0,0.87,9.99854
non-candidate,1,0,1.117027,16.9,0.5727,5292.0,0.27,15.2668
non-candidate,1,0,1.11704,33.94,0.661,3506.0,0.497973,15.2668
candidate,1,1,14.1297,1.4,0.0186,5292.0,0.69,12.8995
candidate,1,0,4.63789,2.04,0.0183,5292.0,1.021,11.6347
candidate,1,0,4.637911,1.87105305,0.017413,5608.0,0.985113,11.6347
candidate,1,0,5.059033,1.03801946,0.015256,4455.0,0.623766,11.9006
candidate,1,0,5.059,1.12,0.015,4310.0,0.67224,11.9006
candidate,1,0,1.876899,13.2,0.1564,5292.0,0.774,15.818
candidate,1,0,10.99044,1.16,0.024,3584.0,0.500884,13.5571
candidate,1,0,21.568409,20.5,0.1557,5292.0,1.21,12.0058
candidate,1,0,1.236438,50.0,0.143,5292.0,3.2,14.5891
candidate,1,0,7.269622,32.9,0.4156,5292.0,0.73,14.2624
candidate,1,0,7.269213,163.0,0.215,5292.0,6.93,14.2624
candidate,1,0,7.457597,8.7,0.077,5292.0,1.037,13.9311
candidate,1,0,7.46475831483,11.93024915,0.0305049999999999,5357.0,1.15577,13.9311
candidate,1,0,43.1029,12.2,0.058,5292.0,1.923,14.341
candidate,1,0,0.2633809,370.0,0.09,5292.0,37.7,13.2513
candidate,1,0,15.20726,26.2,0.1514,5292.0,1.59,15.0024
candidate,1,0,15.207101,12.7,0.1385,5292.0,0.84,15.0024
candidate,1,0,0.738067,260.0,0.095,5292.0,25.0,14.171
candidate,1,0,4.135707,1.59980974,0.019207,4972.0,0.76364,12.8195
candidate,1,0,4.13556,1.44,0.0173,5292.0,0.761,12.8195
candidate,1,0,6.631247,1.35955936,0.016322,4972.0,0.76364,12.8195
candidate,1,0,6.63107,1.52,0.0184,5292.0,0.761,12.8195
candidate,1,0,1.726115,5.6,0.061,5292.0,0.839,13.5994
candidate,1,0,1.2539936,31.7,0.306,5292.0,0.948,13.1757
candidate,1,0,0.9085915,23.1,0.223,5292.0,0.95,14.7823
candidate,1,0,6.421719,15.3,0.1279,5292.0,1.1,13.7995
candidate,1,0,2.74324,28.0,0.0526,5292.0,4.88,13.8054
candidate,1,0,0.533393,19.5,0.01206,5292.0,14.8,12.9376
candidate,1,0,23.510811,18.4,0.1741,5292.0,0.97,13.3212
candidate,1,0,21.521554,2.40003126,0.018965,5694.0,1.160188,11.9537
candidate,1,0,5.33988,1.27,0.019,5292.0,0.611,13.9598
candidate,1,0,6.689131,29.9,0.271,5292.0,1.011,14.8065
candidate,1,0,6.7713125000000005,13.66,0.16958,5292.0,0.738,13.1079
candidate,1,0,3.6322288,32.2,0.11044,5292.0,2.67,11.7935
candidate,1,0,10.14588,19.43,0.1488,5292.0,1.198,15.7144
candidate,1,0,11.12366,1.8,0.0198,5292.0,0.8327,12.6525
candidate,1,0,11.123654,1.71707978,0.01918,5310.0,0.820733,12.6525
candidate,1,0,6.7713125000000005,57.0,0.338,5292.0,1.532,13.1623
candidate,1,0,1.15144,2.6,0.0264,5809.0,1.91,12.0777
candidate,1,0,1.151471,12.4,0.0691,5292.0,1.64,12.0777
candidate,1,0,14.94889,21.9,0.119,5292.0,1.69,12.29
candidate,1,0,14.948966,36.94985751,0.222214,6391.0,1.524443,12.29
candidate,1,0,3.0203,5.6,0.041,5292.0,1.265,13.1762
candidate,1,0,13.12227,2.02,0.01849,5292.0,1.004,12.4348
candidate,1,0,13.125244,1.67711859,0.015742,5742.0,0.976723,12.4348
candidate,1,0,19.68075,2.55,0.02165,5292.0,1.079,11.9544
candidate,1,0,19.679411,2.31529508,0.02118,5679.0,1.002168,11.9544
candidate,1,0,3.38492,1.48,0.0258,5292.0,0.528,13.2894
candidate,1,0,3.90723655504,15.34164425,0.0305049999999999,5500.0,1.17027,14.8037
candidate,1,0,3.90518,16.3,0.1168,5292.0,1.282,14.8037
candidate,1,0,28.077484,67.3,0.3999,5292.0,1.54,12.9465
candidate,1,0,11.86386,2.21,0.0239,5292.0,0.848,12.5475
candidate,1,0,8.6929,1.81,0.0154,5292.0,1.079,11.8773
candidate,1,0,9.761854,3.4422482,0.01782,5529.0,1.770928,12.7914
candidate,1,0,32.3204,3.3,0.122,5292.0,0.245,16.7539
candidate,1,0,2.786008,1.9,0.0413,5292.0,0.42,12.526
candidate,1,0,2.78592,14.87,0.342,3528.0,0.470811,12.526
candidate,1,0,8.60133,5.31,0.0479,5292.0,1.016,14.4578
candidate,1,0,29.8411,5.23,0.0472,5292.0,1.016,14.4578
candidate,1,0,16.692356,17.0,0.1733,5292.0,0.9,14.2398
candidate,1,0,4.833191,25.31,0.1257,5292.0,1.8456,13.9106
candidate,1,0,1.3194719,14.3,0.1004,5292.0,1.31,15.3766
candidate,1,0,1.319474,16.6,0.0987,5292.0,1.54,15.3766
candidate,1,0,21.587326,1.78061635,0.011133,6244.0,1.466377,12.6702
candidate,1,0,3.041617,8.9894717,0.094331,5250.0,0.873673,12.8942
candidate,1,0,3.04108,11.9,0.057,5292.0,1.91,12.8942
candidate,1,0,0.4951253,28.8,0.141,5292.0,1.87,11.8748
candidate,1,0,1.589843,49.0,0.114,5292.0,3.93,11.9134
candidate,1,0,8.42177,3.13,0.0273,5292.0,1.0511,12.5066
candidate,1,0,8.421659,3.45758743,0.025782,5779.0,1.229497,12.5066
candidate,1,0,9.811589,4.253,0.0207,5953.0,1.882,12.7616
candidate,1,0,11.5843558517,5.49928933,0.0305049999999999,5631.0,1.09295,12.3531
candidate,1,0,11.587502,21.9,0.202,5292.0,1.0,12.3531
candidate,1,0,1.549318,42.6,0.235,5292.0,1.67,11.9337
candidate,1,0,5.0521,2.1388,0.0305049999999999,6262.0,1.476,12.5434
candidate,1,0,5.049068,2.594,0.0161,6262.0,1.476,12.5434
candidate,1,0,1.9363475,46.0,0.25,5292.0,1.687,13.154
candidate,1,0,1.157563,12.3,0.0777,5292.0,1.46,11.3041
candidate,1,0,2.17469,1.8,0.0152,5292.0,1.083,13.1688
candidate,1,0,1.658223,0.867,0.00867,5292.0,0.917,11.1058
candidate,1,0,0.56007,1.67,0.0348,5292.0,0.441,12.6817
candidate,1,0,4.88451,16.1,0.202,5292.0,0.73,18.6193
candidate,1,0,4.35967,2.31,0.0379,5292.0,0.559,14.7412
candidate,1,0,1.81053,1.024,0.0173,5292.0,0.543,13.3485
candidate,1,0,20.94388,170.0,0.125,5292.0,12.43,13.9013
candidate,1,0,20.943909,591.1,0.4686,5292.0,11.57,13.9013
candidate,1,0,0.944284,1.48,0.0199,5292.0,0.684,13.199
candidate,1,0,5.29136017752,11.52204139,0.0305049999999999,5555.0,1.03676,12.3563
candidate,1,0,5.29266,9.6,0.0879,5292.0,1.0,12.3563
candidate,1,0,5.292627,10.98,0.09517,5292.0,1.058,12.3563
candidate,1,0,5.292605,9.9778729,0.094335,5689.0,0.969695,12.3563
candidate,1,0,0.515013,26.1,0.1838,5292.0,1.3,12.9104
candidate,1,0,0.5150196,36.2,0.27,5292.0,1.23,12.9104
candidate,1,0,26.4837,1.98,0.0132,5292.0,1.378,11.2343
candidate,1,0,2.08807,12.4,0.0255,5292.0,4.44,14.0797
candidate,1,0,34.3797,118.0,0.268,5292.0,4.0,18.3722
candidate,1,0,15.6594,37.0,0.084,5292.0,4.0,18.3722
candidate,1,0,1.4095126,70.0,0.353,5292.0,1.82,13.3953
candidate,1,0,3.22513,2.33,0.0489,5292.0,0.437,15.846
candidate,1,1,4.9234,1.18,0.014,5292.0,0.776,12.1219
candidate,1,0,8.03216,2.42,0.01198,5292.0,1.85,10.7632
candidate,1,0,17.093319,17.7,0.38,5292.0,0.426,12.9875
candidate,1,0,17.093491,32.5,0.4514,5292.0,0.66,12.9875
candidate,1,0,50.693644,8.68300668,0.100393,5220.0,0.792931,11.7755
candidate,1,0,50.69369,8.85,0.1039,5292.0,0.781,11.7755
candidate,1,0,50.6939885,8.48837,0.0305049999999999,5216.0,0.78,11.7755
candidate,1,0,0.7988525,4.00703,0.0305049999999999,4785.0,0.86,12.8763
candidate,1,0,0.7988453,6.2,0.079,5292.0,0.728,12.8763
candidate,1,0,0.4378443,41.0,0.293,5292.0,1.3,12.371
candidate,1,0,13.26931,23.8,0.194,5292.0,1.127,12.659
candidate,1,0,7.119856,1.8797781,0.020218,5318.0,0.852371,12.205
candidate,1,0,7.12113,1.99,0.0214,5292.0,0.853,12.205
candidate,1,0,8.904672,26.1,0.236,5292.0,1.014,14.3157
candidate,1,0,8.90003342005,15.12617706,0.0305049999999999,5854.0,1.0044,14.3157
candidate,1,0,8.904519,36.9,0.3805,5292.0,0.89,14.3157
candidate,1,0,2.5048178,3.9467,0.0305049999999999,5328.0,0.92,13.4688
candidate,1,0,2.504853,3.95,0.0401,5292.0,0.905,13.4688
candidate,1,0,3.68047,1.11,0.0131,5292.0,0.777,11.8614
candidate,1,0,3.68034,1.06218625,0.012565,5121.0,0.774992,11.8614
candidate,1,1,2.6017,1.47,0.0161,5292.0,0.839,12.9329
candidate,1,0,15.960128,19.5,0.2049,5292.0,0.87,13.7569
candidate,1,0,16.9616,2.7,0.0194,5292.0,1.277,13.1426
candidate,1,0,0.7175747,28.1,0.315,5292.0,0.818,13.675
candidate,1,0,5.1645,0.784,0.0282,5292.0,0.255,15.2186
candidate,1,0,3.44795,0.97,0.0268,5292.0,0.332,14.7071
candidate,1,0,6.7713125000000005,36.0,0.274,5292.0,1.208,13.432
candidate,1,0,0.5551606,11.4,0.063,5292.0,1.657,13.3182
candidate,1,0,6.26242,2.03,0.0244,5292.0,0.762,14.545
candidate,1,0,24.4131,15.3,0.22,5292.0,0.64,15.5351
candidate,1,0,4.02748,1.24,0.0193,5292.0,0.5901,13.7474
candidate,1,0,10.55369,2.72,0.0283,5292.0,0.88,13.8669
candidate,1,0,41.55209,4.3,0.054,5292.0,0.73,12.2418
candidate,1,0,41.552934,4.15834582,0.052647,4895.0,0.724128,12.2418
candidate,1,0,23.6088,3.43,0.0261,5292.0,1.203,12.2719
candidate,1,0,23.607902,3.11864589,0.025639,6057.0,1.115157,12.2719
candidate,1,0,23.610939,3.0,0.0251,5292.0,1.09,12.2719
candidate,1,0,21.98131,197.025,0.0805,4491.0,22.415,17.1995
candidate,1,0,9.64954,2.74,0.0423,5292.0,0.593,13.9401
candidate,1,0,6.5534,1.11,0.01331,5292.0,0.766,11.1511
candidate,1,0,0.6719977,25.2,0.129,5292.0,1.79,11.8245
candidate,1,0,4.4358,1.3,0.0135,5292.0,0.879,12.0675
candidate,1,0,4.435717,1.32476068,0.014345,5374.0,0.846676,12.0675
candidate,1,0,3.31347,3.8,0.042,5292.0,0.824,13.8866
candidate,1,0,1.72767,21.3,0.5253,5292.0,0.37,16.22
candidate,1,0,4.69942,2.5,0.038,5292.0,0.605,13.5697
non-candidate,1,0,4.7535,1.5147,0.0305049999999999,5986.0,1.27,12.5978
candidate,1,0,12.7256,2.16,0.0198,5292.0,1.001,13.2006
candidate,1,0,45.4939,7.17,0.0404,5292.0,1.626,11.9253
candidate,1,0,12.092199,5.84432297,0.054068,5333.0,0.990979,12.8615
candidate,1,0,12.09259,14.7,0.0548,5292.0,2.46,12.8615
candidate,1,0,12.092216,4.7,0.051,5292.0,0.84,12.8615
candidate,1,0,10.7946,2.34,0.0347,5292.0,0.618,13.4144
candidate,1,0,10.7946,2.6,0.0314,5045.0,0.62,13.4144
candidate,1,0,4.06643,1.22,0.0181,5292.0,0.618,13.4144
candidate,1,0,57.8396,9.8,0.123,5292.0,0.729,13.7627
candidate,1,0,4.49161,2.01,0.0224,5292.0,0.823,13.6183
candidate,1,0,19.4989,2.32,0.0196,5292.0,1.085,12.867
candidate,1,0,19.496649,2.21599278,0.017586,5758.0,1.155241,12.867
candidate,1,0,3.78177,1.81,0.0151,5292.0,1.095,13.314
candidate,1,0,9.073266,23.32,0.1213,5292.0,1.763,13.0452
candidate,1,0,2.010607,1.28,0.019,3806.0,0.618,14.8439
candidate,1,0,13.6094,2.44,0.0396,5292.0,0.564,14.8331
candidate,1,0,5.23587,4.86,0.0357,5292.0,1.248,13.8165
candidate,1,0,5.235714,4.3,0.0337,5292.0,1.17,13.8165
candidate,1,0,2.43807,2.15,0.0315,5292.0,0.625,15.0615
candidate,1,0,6.80111,1.96,0.0617,5292.0,0.291,16.341
candidate,1,0,0.36432247904,6.95273914,0.0305049999999999,3473.0,0.347331,16.8465
candidate,1,0,0.728639,17.2,0.2287,5292.0,0.69,16.8465
candidate,1,0,17.1057,5.91,0.0915,5292.0,0.592,15.9523
candidate,1,0,7.30383,2.18,0.0279,5292.0,0.715,13.7012
non-candidate,1,0,7.3274,2.1225,0.0305049999999999,5197.0,0.96,14.274
candidate,1,0,4.684559,4.757,0.0368,5829.0,1.184,11.3904
candidate,1,0,57.8415,6.13,0.0376,5292.0,1.495,12.595
candidate,1,1,0.762406,0.99,0.01,5620.0,0.89,13.7756
candidate,1,0,9.4538,1.91,0.0188,5292.0,0.932,13.8111
candidate,1,0,7.51114,2.98,0.0425,5292.0,0.643,15.5285
candidate,1,0,10.4347,1.69,0.019,5292.0,0.816,13.7711
candidate,1,0,15.246593,78.0,0.3744,5292.0,1.91,8.56526
candidate,1,2,0.70531,1.6,0.0145,5499.0,1.0,13.8183
candidate,1,2,0.70531,1.48,0.0146,5292.0,0.864,13.8183
candidate,1,2,0.705386,1.73,0.0156,5292.0,1.013,13.8183
candidate,1,0,4.284523,1.30280156,0.019208,4360.0,0.62182,12.3706
candidate,1,0,4.28446,1.98,0.0194,5292.0,0.934,12.3706
candidate,1,0,4.28475,1.2,0.0201,5292.0,0.55,12.3706
candidate,1,0,6.53074,2.6,0.0477,3628.0,0.69,15.3851
candidate,1,0,6.53046,3.36,0.0445,5292.0,0.692,15.3851
candidate,1,0,6.7713125000000005,6.71,0.049,5292.0,1.256,12.5094
candidate,1,0,14.753,3.0,0.0486,5292.0,0.5666,15.481
candidate,1,0,21.77635,37.0,0.306,5292.0,1.122,14.1596
candidate,1,0,21.776971,19.9,0.2177,5292.0,0.84,14.1596
candidate,1,0,8.78627,3.16,0.0244,5292.0,1.184,13.0571
candidate,1,0,57.1050077,5.93946,0.0305049999999999,5816.0,0.97,11.153
candidate,1,0,57.10412,5.61,0.0529,5292.0,0.971,11.153
candidate,1,0,20.21535,2.61,0.0246,5292.0,0.971,11.153
candidate,1,0,39.3266,3.57,0.0243,5292.0,1.346,13.0097
candidate,1,0,7.64514,6.5,0.056,5292.0,1.06,14.0878
candidate,1,0,46.47688,62.0,0.238,5292.0,2.394,13.7872
candidate,1,0,6.7713125000000005,12.32,0.0665,5292.0,1.698,13.0047
candidate,1,0,6.73572,2.6,0.01853,5740.0,1.17,13.6877
candidate,1,0,6.73511,3.9,0.0304,5292.0,1.167,13.6877
candidate,1,0,15.1563,3.01,0.0237,5292.0,1.167,13.6877
candidate,1,0,13.26773,4.04,0.0456,5292.0,0.813,13.5742
candidate,1,0,7.14238,1.75,0.0236,5292.0,0.679,12.8423
candidate,1,0,2.653275,118.0,0.0434,5292.0,24.8,10.8306
candidate,1,0,2.65323,62.27721531,0.041582,4621.0,13.730692,10.8306
candidate,1,0,40.938,3.57,0.0302,5292.0,1.083,13.384
candidate,1,0,29.435233,2.91662791,0.022292,5785.0,1.199507,12.1931
candidate,1,0,10.22657,2.71,0.0365,5292.0,0.681,14.0558
candidate,1,0,10.228,2.6,0.0309,4081.0,0.456,14.0558
candidate,1,0,3.91764,2.94,0.02,5292.0,1.35,13.6626
candidate,1,0,6.4063,0.888,0.0418,5292.0,0.195,15.106
candidate,1,0,31.9761,3.92,0.0246,5292.0,1.461,13.0134
candidate,1,2,0.571336,1.8,0.0174,5292.0,0.97,11.9535
candidate,1,2,0.571308,1.46,0.0161,5590.0,0.83,11.9535
candidate,1,2,0.5713127,1.676,0.01553,5578.0,0.99,11.9535
candidate,1,2,0.571285,1.816,0.01633,5292.0,1.02,11.9535
candidate,1,2,0.571282,1.87,0.0305049999999999,5496.0,0.995,11.9535
candidate,1,2,0.571,1.712,0.01598,5496.0,0.981,11.9535
candidate,1,2,0.571336,1.82,0.01745,5496.0,0.95,11.9535
candidate,1,2,0.571292,1.52,0.01601,5470.0,0.869,11.9535
candidate,1,2,0.571212,1.6,0.0157,5613.0,0.95,11.9535
candidate,1,2,0.571299,1.66855539,0.016876,5590.0,0.906429,11.9535
candidate,1,2,0.571331,1.82,0.0171,5617.0,0.98,11.9535
candidate,1,2,0.571292,1.725,0.0305049999999999,5532.0,0.988,11.9535
candidate,1,2,13.33877,3.79,0.0341,5292.0,1.02,11.9535
candidate,1,2,13.339746,2.70490157,0.027358,5590.0,0.906429,11.9535
candidate,1,2,13.339079,2.73,0.0256,5617.0,0.98,11.9535
candidate,1,2,13.341245,2.53,0.028,5590.0,0.83,11.9535
candidate,1,2,13.338687,2.8,0.0265,5292.0,0.97,11.9535
candidate,1,2,13.3387,2.77,0.0265,5496.0,0.95,11.9535
candidate,1,2,13.33989,2.84,0.02659,5578.0,0.99,11.9535
candidate,1,2,13.334615,2.2,0.0209,5613.0,0.95,11.9535
candidate,1,2,13.3397,2.5,0.02632,5470.0,0.869,11.9535
candidate,1,2,13.33918,3.01,0.0305049999999999,5496.0,0.995,11.9535
candidate,1,2,13.3397,2.836,0.0305049999999999,5532.0,0.988,11.9535
candidate,1,0,8.1344,2.36,0.0188,5292.0,1.153,11.9659
candidate,1,0,8.133218,2.05114626,0.017403,5966.0,1.080518,11.9659
candidate,1,0,17.78804,2.78,0.0221,5292.0,1.153,11.9659
candidate,1,0,2.52894,1.44,0.0137,5292.0,0.962,12.9053
candidate,1,0,2.311162,51.6,0.3002,5292.0,1.58,11.4985
candidate,1,0,3.128977,1.282,0.012,5140.0,0.976,11.6832
non-candidate,1,0,0.872893,2.6,0.0305049999999999,5292.0,0.864,20.2223
candidate,1,0,15.35092,16.31,0.1505,5417.0,0.943467,14.8828
candidate,1,0,15.32811688418,16.40718966,0.0305049999999999,5417.0,0.943467,14.8828
candidate,1,0,15.78157905706,11.76767971,0.0305049999999999,5780.0,1.0,13.8364
candidate,1,0,15.78132,10.87,0.0982,5292.0,0.864,13.8364
candidate,1,0,5.20256,3.58,0.0338,5489.0,0.995782,13.2669
non-candidate,1,0,16.77217,19.29,0.0448,4898.0,3.88053,11.4963
non-candidate,1,0,16.770556,13.24001074,0.042199,4939.0,2.87646,11.4963
candidate,1,0,48.249552,17.99855135,0.172572,5792.0,0.956171,12.5577
candidate,1,0,25.988289,316.73370059,0.182018,4382.0,15.95329,11.0772
candidate,1,0,18.69646,2.35,0.0278,5212.0,0.764037,13.1528
candidate,1,0,12.20239,4.15,0.037,5869.0,1.01169,12.8742
candidate,1,0,4.18787,1.36,0.0124,5589.98,0.972391,12.6168
candidate,1,0,19.57833,2.77,0.0272,5613.0,0.940594,12.6125
candidate,1,0,19.57572,2.84337254,0.028739,5611.0,0.90705,12.6125
candidate,1,0,0.844548,1.005,0.0558,3109.0,0.165,15.8793
candidate,1,0,11.73677,1.82,0.027,3984.72,0.761077,14.7667
candidate,1,1,0.72813,1.27,0.0273,3506.0,0.423901,15.4185
candidate,1,1,0.728113,1.1,0.0299,3782.0,0.32,15.4185
candidate,1,0,25.58142,8.35,0.0406,5409.94,1.9082,14.357
candidate,1,0,10.583942,2.72,0.0285,5280.0,0.874,15.4142
candidate,1,0,5.69046,18.81,0.0881,5549.0,1.80891,14.1048
candidate,1,0,1.055785,1.51966184,0.023503,4315.0,0.592773,12.2174
candidate,1,0,37.20364,5.1,0.0543,5476.0,0.829429,14.8649
candidate,1,0,20.84919,3.01,0.0103,9767.0,2.37225,8.7831
candidate,1,1,16.13655,2.02,0.0184,5886.0,0.995311,10.0494
candidate,1,1,16.141132,2.332,0.0305049999999999,5868.0,0.999,10.0494
candidate,1,1,16.1388,2.18,0.0305049999999999,5839.0,0.998,10.0494
candidate,1,1,16.140442,2.05969274,0.019367,5870.0,0.975013,10.0494
candidate,1,0,0.251647,27.97665274,0.259882,5833.0,0.986936,12.7273
candidate,1,0,11.67254,3.87,0.0283,5725.0,1.22705,13.6597
